,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5.994,2.795,582.081,18.613,16.342,75.852,59.632,17.832,21.385,14.823,217.568,35.177,21.098,13.076,10.285,765.997,19.269,4.557,0.16119923,0.27700084,0.04465232
Pareto solution 1,30.917392724115587,28.518139423890716,462.98265968100395,40.38164154453864,38.67838453488292,83.31088714852316,71.14588931095994,39.795889974646514,42.46064169216987,37.53913825578218,189.59788615272691,52.80464019362171,42.24539003238607,36.228889923440306,34.135642263017246,600.9196466702692,40.87363822479949,29.83963980570809,0.16119921,0.2770008,0.044652313
