,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.264,2.691,42.783,0.873,22.969,15.401,8.94,2.462,23.682,3.364,19.773,2.842,2.912,16.525,10.014,1.996,3.465,1.625,137.287,2.168,48.382,1.887,53.011,1.828,3.77,3.612,3.377,55.45,26.119,1.984,2.814,1.218,0.17915782,0.27614704,0.0494739
Pareto solution 1,6.576812374592549,6.147062599867695,36.21606408697585,4.783562169629789,21.35556253786325,15.679562786035868,10.833812379518065,5.975312667510167,21.890312420916473,6.651812867190145,18.958563338677767,6.260312875636686,6.312812428673055,16.52256250398331,11.639312700832832,5.625812899694068,6.727562746321993,5.347563284135163,107.09406038739417,5.754813221779983,40.41531191756138,5.5440625161078,43.88706448135616,5.499812529158675,6.9563127603950505,6.837812469187085,6.661562709729338,45.716314104925175,23.71806226916135,5.616813245493631,6.239312613429661,5.04231250101256,0.17915778,0.276147,0.049473885
