,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,24.133,0.016,0.001,0.01,0.085,0.085,0.007,0.0,0.0,0.025,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.004,0.17717868,0.2568224,0.045503456
Pareto solution 1,12.501731738073431,0.4432320893357016,0.43573208706048305,0.4402321084390515,0.47773208645941523,0.47773208645941523,0.438732101312862,0.4352321180408154,0.4352321180408154,0.44773207735854115,0.4382320989374655,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.43573208706048305,0.4352321180408154,0.4352321180408154,0.4352321180408154,0.4372320941866725,0.17717862,0.2568224,0.04550344
Pareto solution 2,18.317365504239206,0.22961604781047562,0.21836603605871563,0.22511605144870384,0.28136601847924947,0.28136601847924947,0.22286605743728405,0.21761607419028195,0.21761607419028195,0.23636600482793835,0.2221160371963249,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.21836603605871563,0.21761607419028195,0.21761607419028195,0.21761607419028195,0.22061603007013542,0.17717862,0.2568224,0.04550344
