,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,451.832,62.135,31.271,99.103,24.383,227.82,22.424,1898.492,24.46,25.164,84.419,116.952,17.436,2017.256,16.224,45.388,201.17,370.745,287.141,3613.777,0.20531423,0.2917355,0.05989745
Pareto solution 1,436.8081806491973,-147.7373125256854,-194.0333419036324,-92.2853284306475,-204.3653636398958,100.79020530503476,-207.30379112195806,2606.79805093247,-204.24986676784465,-203.1938099165709,-114.31129970797338,-65.51180493814172,-214.78585685018334,2784.9442545290804,-216.6038450438209,-172.85782781975286,60.81515551573102,315.17767156986883,189.77168175992847,5179.725567255984,0.20531419,0.2917354,0.05989742
Pareto solution 2,451.8320002733037,62.13500907158959,31.270984954870073,99.10299393686,24.38297499544933,227.82001642731484,22.424014277898095,1898.4919225751146,24.4599729101501,25.164006279577734,84.41901308530942,116.95200506710898,17.43597952192431,2017.2560401805022,16.22398286141106,45.38799660983386,201.16998323444568,370.7449945036319,287.14099959772193,3613.7769425203005,0.20531423,0.29173538,0.059897427
