,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,79.76,26.469,6.798,16.956,11.771,8.416,3.686,347.351,7.038,5.166,8.337,962.883,5.076,208.886,3.153,158.356,88.66,92.397,953.239,7.145,946.993,4.22,5.24,5.013,4.107,5.277,25.798,109.955,141.526,3.246,154.142,19.174,2.685,11147.826,11137.912,8.708,8.47,23.636,15.592,13119.769,151.786,8.506,9.315,16.345,7.358,8.731,77.582,8.619,61.542,7.805,8.784,218.583,0.1497576,0.39267117,0.058805488
Pareto solution 1,254.41514802817255,214.44686027243733,199.69364587310702,207.31215708795935,203.42341412976384,200.9071500338614,197.35963703598827,455.10840868996456,199.87364058569074,198.46963682118803,200.84786439687014,916.7573863526341,198.40212729666382,351.25964761618525,196.95992950722575,313.3621480385773,261.0901011219248,263.89292269200087,909.5244031092152,199.95391554757953,904.8398686160799,197.76010148972273,198.52511737588793,198.3548501720652,197.67540772259235,198.55285765323788,213.94360745325685,277.0613816892728,300.73965697782114,197.02959729079157,310.20166919054464,208.97564291581511,196.60887997969985,8555.46460480243,8548.029228515923,201.12612638249993,200.94760460499674,212.32215141877532,206.2891320735216,10034.421289429069,308.4346380722709,200.97460841480643,201.5813860669732,206.85387993231416,200.1136062592268,201.14336176868528,252.78159142285585,201.05940446909517,240.75163964182138,200.4488728782162,201.18313101585954,358.5324026639573,0.14975756,0.3926712,0.05880548
