,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,10.43,0.898,356.203,1.174,1.032,8.402,5.758,0.645,0.664,1.594,456.108,0.483,0.308,818.577,457.104,43.765,1.451,1.947,0.63,0.542,1.165,1.151,1.654,2.311,1.425,6.981,33.407,1.185,1.472,29.966,0.285,0.614,7.802,4.623,0.607,28.698,1.231,0.389,24.616,4.713,777.387,3.588,55.441,9.945,796.97,779.145,1.489,16.106,0.771,1.676,6.424,13.692,0.887,1.501,17.848,1.677,0.873,6.928,0.0,0.576,13.139,0.952,11.854,1.136,1.615,21.694,0.54,0.01,17.601,0.582,1.575,0.585,1.118,1.301,801.1,55.786,15.463,57.853,1.253,13.047,0.905,16.688,0.788,18.22,0.888,1.436,0.244,1.429,1.136,820.74,821.924,0.716,13.054,866.249,0.55,5.493,229.102,5.777,239.645,0.684,0.388,5.716,240.541,0.237,4.891,52.248,0.29,3.082,240.33,0.875,226.455,52.805,0.638,0.789,0.812,0.563,5.56,0.363,0.18958244,0.29384485,0.055707823
Pareto solution 1,-25.5218855276471,-39.819888914673356,493.13760388374794,-39.40588053420652,-39.61889299500035,-28.563902606256306,-32.52989187510684,-40.19940186163876,-40.17089574516285,-38.775890305812936,642.9951174245216,-40.44238617894007,-40.704892637179,1186.6986453572754,644.489060316002,24.48060998719302,-38.99039377801819,-38.246391719410894,-40.221893389709294,-40.35389844237943,-39.41938808673876,-39.44038860339788,-38.68588628646103,-37.70040355765377,-39.02938751713373,-30.695391868706793,8.943607706503826,-39.38940359454136,-38.958893003029516,3.782105270875036,-40.739388070680434,-40.2459012005711,-29.463892257015686,-34.23238682883675,-40.25638882321073,1.8801054088835372,-39.32038745615864,-40.58340047852835,-4.242903533915523,-34.09739975334378,1124.913659606129,-35.78489614313003,41.99460810851451,-26.249398010899313,1154.2879996083211,1127.55057646567,-38.933394180756295,-17.00788815836131,-40.01039721170673,-38.65289450006094,-31.53090159376734,-20.628891502972692,-39.836391125718364,-38.91540095829987,-14.394896977697499,-38.651390852959594,-39.85739164237748,-30.774895629729144,-41.16689136798959,-40.30290079783299,-21.458399275317788,-39.73889414223959,-23.38588532389258,-39.46289276715834,-38.74440216651419,-8.62589584174566,-40.356893100892194,-41.151880168356,-14.765400677744765,-40.29389155091485,-38.804396422288846,-40.289393245300744,-39.4898952365329,-39.21538487286307,1160.4830256658606,42.512105948408134,-17.972395641889307,45.612607317845686,-39.28739566975855,-21.59639364501345,-39.809401292033726,-16.13488834128657,-39.98488575374358,-13.836892274819547,-39.83488747861702,-39.01289794177865,-40.80088597355643,-39.023398200108204,-39.46289276715834,1189.942985103,1191.7191587646957,-40.09288299555192,-21.58588706883893,1258.2066428791732,-40.3418819012586,-32.92739804452867,302.48611921211705,-32.50138575863093,318.30062019714387,-40.140898617275525,-40.584891489939764,-32.592893425084185,319.6446027205675,-40.81139886757592,-33.83039498949074,37.20510670218937,-40.731895106553566,-36.543896765680984,319.32810395926936,-39.85439698386472,298.51560636627255,38.04060695048247,-40.20988948427839,-39.983394742332166,-39.94889930883073,-40.32238503170083,-32.826893766847206,-40.62239421764389,0.18958244,0.29384485,0.055707823
Pareto solution 2,-7.545940797735966,-19.460943093770766,424.6702998519395,-19.11593663653548,-19.2934467572868,-10.080953976936144,-13.38594503431159,-19.777203356421523,-19.753448259358265,-18.59094425305375,549.5515621888917,-19.979691077236566,-20.198446459102342,1002.6378354661865,550.7965156514329,34.12280585949611,-18.769697409801665,-18.149695694295588,-19.79594682296738,-19.90595077028229,-19.12719266706881,-19.144693097618074,-18.515941166837365,-17.694705033010905,-18.80219166591087,-11.857195555465296,21.175304222165323,-19.102204800507025,-18.743446763977772,16.874052192474664,-20.22719265368687,-19.815953068775343,-10.83094535256896,-14.804691355573596,-19.82469301755191,15.289052175859979,-19.044691878341837,-20.09720220382951,10.186544986770969,-14.692202125996118,951.1503431283345,-16.098449380728198,48.71780442555246,-8.152200410715523,975.628966114673,953.3477780565154,-18.722197482173215,-0.450942463510728,-19.619699481478165,-18.488447485016877,-12.553453659682418,-3.468445513930419,-19.474694673064732,-18.707202866882653,1.7265501870424487,-18.487194972252837,-19.492195103613994,-11.923448426407049,-20.583445664688043,-19.863452996403794,-4.159701464397585,-19.393447186832418,-5.765940101453452,-19.163446040931376,-18.56470387372792,6.5340511336689815,-19.908446319042923,-20.57093633166005,1.4177971036697272,-19.855945027395137,-18.614699350117007,-19.852196965870462,-19.185948625230594,-18.957189725595526,980.7914857233409,49.14905262546381,-1.2546986997840577,51.732803832472655,-19.01719898625197,-4.274697298964384,-19.4522031449942,0.27655738405155716,-19.59844072290616,2.1915538428638683,-19.473442160300692,-18.788450353114968,-20.278440642839996,-18.7972005683896,-19.163446040931376,1005.3414561328536,1006.8215945330885,-19.688438424413107,-4.265941555575409,1062.227831295153,-19.89593777574555,-13.71720070198353,265.7940626255804,-13.362190726978952,278.9728139729232,-19.728450916029033,-20.098445239826106,-13.438446325959376,280.0928004620837,-20.287201124612693,-14.469697892875047,44.72655325361484,-20.22094825367094,-16.73094937303358,279.82905096784816,-19.48969955485336,262.48530297368416,45.422803460525756,-19.78594409492871,-19.597197686909567,-19.56845149232504,-19.87968985796033,-13.633447400492514,-20.129697249669334,0.18958244,0.29384485,0.055707823
Pareto solution 3,46.38189339199744,41.615894368937006,219.26838775651413,41.75389505647763,41.68289195585385,45.367891911024344,44.045895488074166,41.48939215923019,41.498894198055496,41.96389390522381,269.220896482002,41.40839422787394,41.32089207512763,450.4554057929199,269.71888165772543,63.049393476405385,41.8923916948479,42.14039238105033,41.48189287725836,41.43789224600914,41.74939359194104,41.74239341972134,41.99389419203362,42.322390540917695,41.87939588775771,44.657393384259194,57.870393769149814,41.75939158159599,41.90289195317746,56.14989295727355,41.30939359729382,41.47389132661192,45.06789536077122,43.478395064215874,41.47039439942455,55.515892476789304,41.78239485510858,41.361392620267,53.474890548830444,43.523390756046865,429.8603936949512,42.96089090647729,68.8873933766663,46.13939238983585,439.65186563372845,430.73938282905146,41.91139261357603,49.21989462104102,41.552393709207536,42.004893560115306,44.378890142572345,48.0128924531964,41.610394684896164,41.917391407368996,50.09089168126229,42.00539266986743,41.60339451267646,44.63089318355924,41.166891445216606,41.454890407883795,47.73639196836302,41.64289367938909,47.09389556586393,41.73489413774951,41.97439100463089,52.013892059912905,41.43689402650489,41.1718951784278,49.9673904479132,41.457894543164,41.95439186639851,41.45939187242038,41.72589120867633,41.8173957162071,441.71686589578167,69.05989265663084,48.89839212653169,70.09339337635356,41.79339106426778,47.690391739182814,41.61939129612438,49.510894560065935,41.5608943696061,50.276892195914115,41.61089379464829,41.88489241287607,41.288895349309314,41.88139232676622,41.73489413774951,451.5368692224147,452.12890183826676,41.524895289003325,47.69389498421515,474.29139654309256,41.4418946007936,43.9133913256519,155.7178928659705,44.05539436797699,160.9893953002611,41.508892187710444,41.36089351051487,44.02489497141505,161.43739368663228,41.28539210427698,43.61239339697204,67.29089290789125,41.311892304976936,42.707892804908624,161.33189199358458,41.60439273218071,154.39439279591898,67.56939299065561,41.48589207312034,41.56139347935823,41.57289195719204,41.44839566326118,43.94689169857156,41.34839365425432,0.18958241,0.29384488,0.05570782
