,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3918.924,44.731,13563.789,6376.131,22.199,427.757,30797.891,31.268,77.433,20.442,158.554,20.244,31340.961,2813.749,127.562,23.263,66.341,69.483,2916.806,2577.162,50.181,3503.669,421.587,9.474,27.862,3937.712,17.287,15.752,236.571,39.659,10.343,18.002,12.947,9.201,0.17199676,0.29040897,0.0499494
Pareto solution 1,4136.118701285683,-706.6226552724256,16192.200227526715,7207.627159705386,-734.7876173668774,-227.84033315523993,37734.826665193774,-723.4514154270291,-665.7448723455891,-736.9838820314035,-564.3439692454413,-737.2315495982766,38413.66762419371,2754.6498858141204,-603.0838623070158,-733.4577708290308,-679.6101561881951,-675.6828123712912,2883.470999922898,2458.916260304264,-699.8103189873509,3617.04978402298,-235.55263982858742,-750.6937321634032,-727.7089826664305,4159.603520327379,-740.9275975669734,-742.8464634004049,-466.8224662068533,-712.9627218604437,-749.6075090711238,-740.0339862108231,-746.3524934487068,-751.0351117826067,0.17199674,0.29040897,0.049949396
