,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,60.729,54.456,25.364,20.044,14.589,1.089,2.419,30.073,17.31,35.941,21.665,3.551,68.147,5.001,40.667,9.778,4.75,65.59,104.581,812.321,110.16,5.252,77.038,0.032,0.016,0.006,0.17608032,0.276878,0.048752766
Pareto solution 1,60.505638151190794,51.09614023917038,7.458141714359954,-0.5218585180627997,-8.70436169871391,-28.954363596210897,-26.959368115063626,14.521638062366947,-4.622859029817846,23.323641718757244,1.9096414873711183,-25.261362311717676,71.63264257001515,-23.08635505600614,30.412638590587903,-15.9208611896629,-23.462855655438034,67.79713253611169,126.28364406368382,1187.8937063686317,134.65214568050942,-22.709863610491084,84.96914076804796,-30.53985860773537,-30.56386017767727,-30.578854293453333,0.1760803,0.276878,0.048752762
Pareto solution 2,60.61731912793604,52.776070847060495,16.411072004870164,9.761072097244437,2.9423194467018448,-13.932681943839043,-12.270185900256251,22.29731915224926,6.343571670781898,29.632322103887873,11.787321911066101,-10.855181445547828,69.88982283710779,-9.04267558982815,35.53981949708009,-3.0714303197955815,-9.356426089354727,66.6935644636024,115.43232386728675,1000.1073729274776,122.40607521464142,-8.728932527859001,81.00357131163014,-15.253928549602506,-15.273929857887424,-15.286424954367476,0.17608032,0.27687797,0.04875276
Pareto solution 3,60.84068108142653,56.13593206284072,34.316932585890584,30.32693332785891,26.235681737533355,16.110681360904664,17.108178529358497,37.84868133201388,28.276433071981387,42.24968287414913,31.542682758456067,17.957180286791868,66.40418337129306,19.044683342527833,45.79418131006446,22.627431419939057,18.856433042811886,64.48642831858385,93.72968347449262,624.5347060451695,97.91393428290542,19.232929637405164,73.07243239879449,15.31793156666322,15.305930781692268,15.298433723804237,0.1760803,0.276878,0.048752762
