,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.236,41.662,10.92,14.528,202.755,1.4,0.925,0.941,2.004,203.291,36.827,1.123,0.791,0.501,220.818,2.039,1.412,0.327,0.552,0.064,1.426,11.691,12.407,1.226,14.179,0.135,1.647,9.727,0.668,16.446,0.224,3.871,8.21,28.85,175.173,8.965,6.56,3.659,131.854,165.093,4.16,2.716,27.895,3.444,53.919,11.834,3.508,19.148,2.66,5.993,1.948,3.598,14.476,47.055,0.16095534,0.28042522,0.045135938
Pareto solution 1,9.605152992885508,38.42465222630315,15.368152496025175,18.07415347239845,159.24440687285914,8.228153214557551,7.871902725936252,7.883903640139124,8.681152190014018,159.6464036551297,34.79840242492307,8.020402828528916,7.771402684280474,7.553902401550147,172.79164868539374,8.707402920700588,8.237153900209705,7.423403035695685,7.592153411873483,7.226153026550492,8.247653642527041,15.946403610202879,16.483402850940422,8.09765384870309,17.812402568331493,7.279402852885028,8.413402309499872,14.473404133045221,7.679152002006958,19.512652436443204,7.346154976830007,10.081403105043933,13.33565248704366,28.815653325295788,138.55790547141487,13.901903110062563,12.098152125656213,9.922402625567827,106.06865132469443,130.99790655571815,10.298153542158616,9.21515225981102,28.099403412470284,9.761153243810895,47.61740253066455,16.05365289696556,9.809153304747781,21.539153786260584,9.17315265597557,11.672902937551498,8.639152586178568,9.876652947566015,18.03515261645947,42.46940376861835,0.16095537,0.2804252,0.04513594
