,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,6.268,5.445,8.359,3240.793,3253.829,4.22,13.818,4.44,2.964,3233.219,10.351,75.546,750.552,47.544,24.201,23.065,21.633,656.328,3220.785,3.749,5.186,5.281,9.844,40.454,616.029,3255.042,4.945,608.259,598.07,4.162,6.208,8.165,98.09,5.335,591.956,51.786,10.003,3.872,6.751,17.221,3.092,503.501,0.12777616,0.2607876,0.03332244
Pareto solution 1,-241.3165790222556,-242.5510645700124,-238.1800758511672,4610.470509052393,4630.025055225007,-244.38859138957923,-229.99158812395763,-244.05857553199166,-246.27259585227876,4599.1097992246505,-235.19204292897484,-137.39963898944552,875.10942290604,-179.4025794033223,-214.41715123230824,-216.1210855670506,-218.26907812447462,733.7734153829042,4580.458739088383,-245.09510074788705,-242.93960783006332,-242.79703950410476,-235.95259176917898,-190.03753714484628,673.3249062642026,4631.844322970486,-243.30110060998413,661.669884138726,646.3864243435673,-244.4756447529071,-241.40658334705222,-238.47105294765788,-103.58358786531608,-242.7161339771701,637.2154047735858,-173.03956873634888,-235.71411719548632,-244.91054269936285,-240.5920565033157,-224.88710104503843,-246.08059892171877,504.53292845562964,0.12777616,0.2607876,0.03332244
Pareto solution 2,130.06029648459025,129.44304602591637,131.62854807013446,2555.953867418699,2565.73104828746,128.5242941433262,135.72278424894375,128.68929822972223,127.58228038478319,2550.2734817656456,133.1225530040374,182.01877034339304,688.2732916851414,161.01729245165916,143.51001422196168,142.65804321219275,141.58403924868526,617.6052898447724,2540.9479209583296,128.17103562177454,129.2487820806864,129.32005471647244,132.74228626873082,155.69980589610168,587.3810352854216,2566.6407743777454,129.068035690726,581.5535223014845,573.9117962463029,128.48076746166225,130.01529432219195,131.48305567949137,198.92679206306002,129.36052284953075,569.3262855007126,164.19879778514587,132.86152355557715,128.26330696124114,130.42255390166247,138.27503547319884,127.67829037725642,502.98504641115386,0.12777616,0.2607876,0.03332244
Pareto solution 3,6.268004648974966,5.445009160606787,8.359006763033904,3240.7927479632635,3253.8290505999757,4.2199989656910475,13.817993457976627,4.440006975817596,2.963988305762541,3233.218920918647,10.351021026366652,75.54596723244686,750.5520020921076,47.544001833332004,24.200959070538374,23.065000285778297,21.633000124298633,656.327998357483,3220.784860335014,3.7489901652206754,5.185985443769823,5.281023309613374,9.843993589427555,40.45402488245236,616.0289922783486,3255.0419572419923,4.9449902571559505,608.2589762472317,598.0700056120577,4.161963390139135,6.208001765777226,8.16501947044162,98.08999875360132,5.334970573963801,591.9559919250037,51.78600894464762,10.002976638555992,3.8720237410398113,6.751017100003082,17.22098996711975,3.0919939442646864,503.5010070926458,0.12777616,0.2607876,0.03332244
