,Node_0,Node_1,Node_2,Node_3,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,6.667,214.013,3.423,35.158,0.14173615,0.25511116,0.036158472
Pareto solution 1,-7.87006064557869,251.3124397457667,-11.925060438610274,27.743690034542198,0.14173613,0.25511116,0.03615847
Pareto solution 2,35.74112446900449,139.41412540355986,34.119124551791856,49.98662357402702,0.14173613,0.25511116,0.03615847
Pareto solution 3,21.20406276414343,176.7135635176288,18.77106288832448,42.57231239419875,0.14173613,0.25511116,0.03615847
