,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,6.991,59.163,28.226,6.13,990.056,8.5,7.463,19.543,121.021,4.843,4.497,5.454,3.906,109.958,5.956,3.894,970.199,11.715,7.881,5.021,184.023,18.487,5.593,90.781,4.466,3.564,2.701,165.473,969.735,31.191,3.752,941.733,9.472,5.635,0.17940319,0.26205498,0.0470135
Pareto solution 1,-26.68053032446585,38.53446287787813,-0.13678535656129043,-27.756783667031073,1202.150755708737,-24.794287341889685,-26.090538502502227,-10.990528928782965,115.85697009162618,-29.36552460679991,-29.798042043606642,-28.60178834024009,-30.53678577006724,102.0282157263141,-27.974294059703084,-30.551784251285426,1177.3294214471462,-20.7755394403697,-25.56804610154836,-29.143039363377284,194.60946027926002,-12.310543133915985,-28.428029109850627,78.05696448923572,-29.83677399775877,-30.964285136112267,-32.043040689846066,171.4219755091459,1176.7493997993206,3.569473903171115,-30.729275188422207,1141.7469504486826,-23.579288664764363,-28.375542955852325,0.17940313,0.26205498,0.047013484
Pareto solution 2,74.33407007470714,100.42006735564473,84.95157079155388,73.90357146736596,565.86660769031,75.08856863258006,74.5700695331775,80.6100706329803,131.3490716059864,73.26007099693106,73.08706811673574,73.5655682332399,72.7915706261515,125.81756985986158,73.81656731029716,72.78556986882177,555.9380521481944,76.6960664283456,74.7790678584015,73.34906782398502,162.85006768103995,80.082067680612,73.63507056055323,116.22906936503023,73.07157260538997,72.62056951489103,72.18907002308242,153.5750737729943,555.7060653265435,86.43407176576193,72.71457076428214,541.7050746675486,75.5745708331151,73.65606638699501,0.17940304,0.26205504,0.04701347
