,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,986.506,572.435,57.896,10.678,1004.203,4.412,154.408,64.271,16.283,4.585,13828.538,194.529,196.662,17.449,1153.799,44.677,0.17675377,0.2621534,0.046336602
Pareto solution 1,947.017916399206,429.42921932332774,-213.74457415813322,-272.7671959288,969.1391966914134,-280.59963974982566,-93.10448345575787,-205.77584394717996,-265.76086164938806,-280.3834096531227,16999.55889061286,-42.95335254977908,-40.28708802782057,-264.30327422479513,1156.1341243140405,-230.2683252871284,0.17675377,0.26215336,0.046336595
Pareto solution 2,986.5059841242798,572.4350209349668,57.895995978438805,10.677903476225765,1004.2030077437557,4.411948419405235,154.4080636260187,64.27097523288103,16.28295615679417,4.584932496767578,13828.538723566351,194.52896835080173,196.66197996836854,17.449026096468515,1153.7989498418574,44.67699016092229,0.17675377,0.26215336,0.046336595
Pareto solution 3,1025.9940518493536,715.4408225466059,329.5365661150108,294.1230028812515,1039.266818796098,289.4235365886361,401.9206107077953,334.317794412942,298.3267739629764,289.5532746466579,10657.51855651984,432.01128925138255,433.61104796455766,299.20132641773216,1151.4637753696743,319.62230560897297,0.17675376,0.2621534,0.046336595
Pareto solution 4,1065.4821195744275,858.446624158245,601.1771362515829,577.5681022862773,1074.3306298484404,574.435124757867,649.4331577895719,604.364613593003,580.3705917691586,574.5216167965482,7486.4983894733305,669.4936101519634,670.5601159607468,580.9536267389958,1149.1286008974912,594.5676210570236,0.17675376,0.2621534,0.046336595
