,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.052,2.15,0.196,0.72,0.841,1.496,0.804,0.939,0.447,0.505,2.386,29.388,14.817,0.393,0.751,0.37,0.166,0.126,0.889,1.861,0.541,0.836,32.096,0.853,0.18302423,0.3295489,0.060315434
Pareto solution 1,2.051999962030063,2.150000016501103,0.19600009359299264,0.7200001401038207,0.8410000202220047,1.496000126202489,0.804000205018788,0.9389997876413503,0.44699981749896267,0.5050000157191974,2.38599988601009,29.388000852348853,14.81700041103548,0.39299971653502297,0.7510000007903912,0.3700001779395734,0.16599974690637254,0.12599992255019998,0.888999847722971,1.8609999108690864,0.5409999979761366,0.8359999624409014,32.09600009886748,0.8529999292552972,0.18302423,0.3295489,0.060315434
