,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,11.382,114.586,3.226,454.646,2.571,7.493,2974.027,13.514,2.988,4.848,322.312,1.577,2.756,19.566,0.13368423,0.25212678,0.033705376
Pareto solution 1,-123.48028780383174,31.325701472385845,-135.71426932799295,541.4157030743863,-136.69675494949115,-129.31377356440498,4320.487095415796,-120.28227901219725,-136.07130243160645,-133.28130562459046,342.91473443870336,-138.1878080591341,-136.41924347214808,-111.20428375930351,0.13368423,0.2521268,0.03370538
