,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.019,0.0,0.007,0.006,0.013,0.003,0.068,0.004,0.002,0.025,0.0,0.001,0.01,0.01,0.035,0.011,0.001,0.003,3235.443,3226.356,0.021,1247.92,130.025,16.839,30.321,8.587,57.639,2.082,54.197,19.31,11.775,2.584,112.224,21.867,96.746,3.551,6.115,11.985,9.717,9.695,516.201,549.071,0.17844726,0.29238853,0.05217593
Pareto solution 1,-111.64399771216995,-111.67247976528233,-111.66199634883742,-111.66351202350415,-111.6530075560222,-111.66799589439324,-111.57048749083333,-111.66652232180058,-111.6694694669859,-111.6349878683177,-111.67247976528233,-111.67098514165264,-111.65751247794833,-111.65751247794833,-111.61999952994665,-111.6559968032816,-111.67098514165264,-111.66799589439324,4741.492352414527,4727.8613849116955,-111.64100846491056,1760.2076056791993,83.36499947291668,-86.41399300556077,-66.19099850947168,-98.7920027838918,-25.213997108010517,-108.54949526758719,-30.37697445194499,-82.70749481220992,-94.01000710827066,-107.79649967273872,56.6635062263158,-78.87199586389033,33.4465279875003,-106.34599901667389,-102.49999560087235,-93.69499939003435,-97.09699433263086,-97.12998130766937,662.6290170265856,711.9339981396042,0.17844725,0.2923885,0.052175924
