,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,956.129,182.32,14.777,8.101,25.011,67.151,16.702,11.545,12.549,26.896,16.096,8.935,10.502,33.5,57.709,89.836,18.947,38.343,360.887,16.187,23.115,370.969,16.808,79.215,50.465,0.544,11.552,0.459,0.553,0.0,52.366,0.765,0.14627685,0.26315787,0.038493905
Pareto solution 1,956.1290176389266,182.32000536018313,14.777003468490193,8.100995569773659,25.0109996020401,67.15100165135465,16.701998210905003,11.544994752265438,12.549003119896952,26.89600172334326,16.096000441445995,8.934999674001347,10.501997947991867,33.500000051132474,57.708998885880646,89.8359984807129,18.946998448122713,38.342998924570566,360.8870129178513,16.187008859908474,23.1149985017139,370.9690034839323,16.80799949334255,79.21499637823153,50.46500099494881,0.5440006388344045,11.551999846336457,0.4589985071324918,0.5529993146569723,-2.518597511880216e-06,52.36600083684152,0.7650018795320648,0.1462768,0.26315784,0.038493887
Pareto solution 2,1393.8976744870306,233.18416682323368,-18.130335342160834,-28.144347862380528,-2.7793418139808637,60.43066142802718,-15.24284390068351,-22.97834976078775,-21.472336537195588,0.048162040118768346,-16.15184189916181,-26.893341033894103,-24.542844967198107,9.954158187512803,46.267657111779954,94.45815658804645,-11.875344217001839,17.218657169814833,501.0346808483155,-16.01532658288852,-5.623342792325275,516.1576613202778,-15.083841304882299,78.52665336080855,35.401660611454645,-39.47984025878941,-22.967842791826115,-39.60734345634228,-39.46634358934534,-40.295845667082176,38.25316003822127,-39.14833839774292,0.1462768,0.26315784,0.038493887
Pareto solution 3,1175.0133460629786,207.7520860917084,-1.6766659368353203,-10.021676146303435,11.115828894029619,63.79083153969091,0.7295771551107464,-5.716677504261156,-4.461666708649318,13.472081881731015,-0.027920728857907307,-8.979170679946378,-7.02042350960312,21.72707911932264,51.9883279988303,92.14707753437968,3.535827115560437,27.7808280471927,430.9608468830834,0.0858411385099771,8.745827854694312,443.56333240210506,0.8620790942301255,78.87082486952005,42.93333080320173,-19.467919809977502,-5.707921472744829,-19.574172474604893,-19.456672137344185,-20.147924092839844,45.309580437531395,-19.191668259105427,0.1462768,0.26315784,0.038493887
