,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,11.839,14.941,100.476,716.425,199.617,197.082,14.594,11.372,16.73,40.093,46.994,11.139,14.455,11.595,13.911,88.438,19.026,1.042,119.615,20.382,9.504,53.906,0.15548056,0.28335428,0.044056084
Pareto solution 1,-4.896436657492359,-1.0189292391946196,105.89981721633455,875.8360326330503,229.826070041805,226.6573178697181,-1.4526787856338501,-5.48018127141313,1.2173145938176049,30.42107150811904,39.0473182388487,-5.771430465093033,-1.6264266178512798,-5.2014352124080006,-2.306427957426365,90.85232290768039,4.087322857502386,-18.39267841760511,129.82356580396845,5.782318066412643,-7.815182121104499,47.68731852969066,0.15548053,0.28335422,0.044056065
