,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,50.5,0.07,35.434,0.833,0.161,0.088,0.811,0.406,3.402,8.807,0.137,0.567,0.429,0.228,0.208,152.908,0.15225303,0.28708336,0.04370931
Pareto solution 1,33.21840546749479,8.003405840210064,25.685405166164855,8.384906115193928,8.048906435392894,8.012406176243871,8.373906145947842,8.171406247704454,9.66940567154154,12.371906268576026,8.036906365743732,8.25190638383782,8.182906267152077,8.082405825738817,8.07240652448968,84.42240751165355,0.15225296,0.2870833,0.04370928
Pareto solution 2,41.85920171703631,4.036702701804629,30.559701548838348,4.608953114280425,4.104953594578873,4.050202780159935,4.592453160411296,4.288703171147745,6.535702306903374,10.589453202455104,4.086953206308195,4.409453233449327,4.305953342217649,4.155202680097759,4.140203586325583,118.6652027966959,0.15225302,0.28708327,0.043709293
