,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,291.408,98.293,11.67,11.78,381.258,21.745,12.789,462.505,13.156,266.216,14.93,23.17,13.818,14.676,11.797,12.955,12.361,67.438,20.208,12.009,15.028,469.375,386.372,35.057,12.528,74.682,14.237,220.308,356.595,326.478,36.496,15.027,352.167,16.451,48.279,17.257,4.635,1.665,12.997,2.639,0.562,476.427,0.17180824,0.27328303,0.046952277
Pareto solution 1,336.46566738165075,95.07193708835284,-13.20681381231725,-13.069317057391345,448.7781860489097,-0.6130635356572611,-11.8080635447227,550.3369242624663,-11.34931356114339,304.9756858468088,-9.131808240263581,1.1681839577631763,-10.521814861411258,-9.44930753004246,-13.04806766488639,-11.600555829786913,-12.343058125318748,56.50319396723097,-2.534303803609305,-12.78306173091596,-9.009312085181932,558.9244441583846,455.17070094080486,16.02694203771955,-12.134306480948453,65.55818796569847,-9.998058781048258,247.59069003873685,417.94944102788327,380.3031722801111,17.825693145507103,-9.010563009533598,412.41444002524304,-7.230551284810986,32.554439031896095,-6.223050050225879,-22.00055202677538,-25.713064670254084,-11.548062473978462,-24.495560866947017,-27.091810640597714,567.7394667399335,0.17180823,0.27328306,0.046952277
Pareto solution 2,381.5233516392309,91.85087522898243,-38.0836257935307,-37.918629687619614,516.2983749725972,-22.971125927866524,-36.40512547241724,638.1688580308983,-35.85462549212207,343.73537286476494,-33.1936191070663,-20.83362846943419,-34.86162705244351,-33.57461825480095,-37.89313088294148,-36.156115748166485,-37.0471189691325,45.56838330876326,-25.276613316753355,-37.57512329584915,-33.04662325464051,648.4738819060003,523.9693928428715,-3.0031183071587293,-36.796616995888144,56.434376223506206,-34.23311975600791,274.87337929406203,479.30388094736554,434.12835565207206,-0.8446174441414769,-33.04812483019032,472.6618806768529,-30.912110294195372,16.829878085853125,-29.703108812693245,-48.63611118455265,-53.09112728938271,-36.093124187524154,-51.63012225908642,-54.745621054811636,659.0519127344814,0.17180823,0.27328306,0.046952277
