,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.416,2.542,2.543,0.596,4.585,3.505,1.783,0.062,1.401,0.158,1.584,0.413,32.309,0.899,7.688,0.829,0.916,35.431,43.809,45.325,46.723,14.912,7.036,30.749,2.291,2.425,0.1806532,0.27174258,0.049091168
Pareto solution 1,-1.037018029798844,0.3704801596689009,0.37173122647176626,-2.0620187137388086,2.92423160143413,1.5742314390121308,-0.5782683567119307,-2.729518560947753,-1.055769042645224,-2.609520010022351,-0.8270190313521795,-2.290768725031853,37.5792290021235,-1.6832680352604399,6.8029816977926245,-1.7707687096793734,-1.6620179574627514,41.481731250872826,51.95423064309813,53.849230027210524,55.59673288417122,15.832980854503798,5.987980956500685,35.6292313050551,0.056731489537483526,0.22423198474115225,0.18065314,0.27174255,0.049091145
