,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5.021,6.325,6.476,5.661,2.074,93.526,21.195,22.541,0.17675,0.24595438,0.04347244
Pareto solution 1,-2.6446872588062433,-0.6886887227135503,-0.46218868713640404,-1.6846875592623292,-7.065186407629881,130.11282218861925,21.61631196192937,23.63531303348873,0.17674999,0.24595438,0.043472435
Pareto solution 2,1.1881563851037242,2.8181552716469724,3.0069053367832623,1.9881562057009887,-2.4955929055826402,111.81941432893564,21.405655811130153,23.088156690788036,0.17675,0.24595436,0.043472435
