,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,9.155,18.012,71.514,16.547,23.308,18.824,29.155,15.608,150.912,231.575,18.727,10.448,2426.278,10.832,17.286,11.053,2361.214,61.575,15.479,136.889,105.308,15.867,2289.817,14.148,45.82,21.082,0.16031776,0.27355728,0.04385609
Pareto solution 1,9.154990819231898,18.01198970786936,71.51399101466131,16.546998889185943,23.30800066371785,18.824013032492076,29.155012462331342,15.608011349809658,150.9119940467067,231.57499358811424,18.726992895520198,10.448001934549666,2426.277915718969,10.832002712252688,17.286000400235935,11.053011426455214,2361.2142487177553,61.57499732432143,15.478993448305573,136.88900686444686,105.30801376733825,15.867024310223314,2289.816790951423,14.148000169429906,45.820001401168156,21.08200849070272,0.16031772,0.27355725,0.043856073
Pareto solution 2,161.23968107856126,165.66818052288,192.41918393660762,164.93568787386994,168.3161887611359,166.07419218519135,171.23968913977933,164.4661885835185,232.1181854526303,272.44968384316826,166.0256765960421,161.8861838758885,1369.801165611083,162.07818150440835,165.30518586906328,162.18869414250457,1337.2692658625165,187.44968157077437,164.40168515342975,225.10668910116874,209.31618979228278,164.59569230339366,1301.5706253099634,163.73619127432357,179.5721918901927,167.20318991429667,0.16031773,0.27355722,0.043856073
