,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,16.946,7.717,223.063,15.661,19.927,0.0,0.74,0.569,0.211,5.603,1.981,5.202,33.366,110.659,0.15277311,0.24920306,0.038071528
Pareto solution 1,24.246033703105013,19.631534731048305,127.30453686353212,23.603534144413516,25.736533991862643,15.77303386884978,16.143033093730082,16.057534951924936,15.878533705735208,18.574534228935136,16.76353462607358,18.374034373944596,32.456034633542004,71.1025336505063,0.15277307,0.24920304,0.038071513
