,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,348.688,196.288,17.593,41.623,16.337,256.978,30.902,0.902,443.335,6.177,6.202,16.121,0.17559144,0.25008628,0.04391301
Pareto solution 1,231.89173773039602,155.6917425577085,66.3442470717182,78.35924440693407,65.71624319520242,186.0367434356117,72.99874573114539,57.99874496516213,279.2152356040315,60.63624470321474,60.64874864423291,65.60824490847881,0.17559144,0.25008625,0.043913003
Pareto solution 2,290.2898596205084,175.98986908558618,41.96862585660074,59.99112297147906,41.02661892977255,221.5073715144955,51.950373845741524,29.450371584712116,361.27510865507065,33.40662341590007,33.4253782153728,40.86462261174165,0.17559144,0.25008625,0.043913003
