,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.704,1.253,2.257,5.345,2.678,275.606,8.436,277.664,7.756,8.745,126.172,1.619,95.537,0.064,7.332,1.242,9.883,1.224,2.441,1655.679,10.331,0.562,0.094,2.188,17.88,5.587,2.104,3.407,1.993,55.476,10.918,1572.499,10.911,14.642,3.29,22.798,0.2514909,0.26235044,0.06597874
Pareto solution 1,59.05084522862035,59.32534589849229,59.827344489688585,61.37134821750715,60.03784796771424,196.5018366520153,62.916841914311135,197.530844420809,62.57684308752641,63.071347849471294,121.78484336210042,59.50834817775376,106.4673460677675,58.730848273307856,62.364844142474794,59.31984235991513,63.64034556264687,59.31084206755668,59.919343201987886,886.5382854647105,63.864346730189936,58.979843533130406,58.74584692789176,59.79284428532128,67.63884502527026,61.492343595596594,59.75084475366202,60.40234606313015,59.69534203444482,86.43684629846143,64.15784313011591,844.9483358332691,64.15434637633462,66.01984252649163,60.34384691182049,70.09784915331511,0.25149065,0.2623504,0.065978676
