,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.221,2.485,0.764,0.74,1.921,3.417,69.381,1.019,1.608,0.97,2477.108,0.853,19.908,0.845,1.631,3.602,3.586,5.235,0.14999765,0.24793789,0.037190102
Pareto solution 1,1.221000258316053,2.4849917022884256,0.7640119563066037,0.740003444145259,1.9210088522295337,3.417003156519513,69.38099548782657,1.0190006581024136,1.6080041480090586,0.9700136780802495,2477.1077868786087,0.8529906315379776,19.908004402245297,0.8449948228153517,1.631000532483995,3.602007445998879,3.5859947425601604,5.234997449842922,0.14999762,0.24793789,0.037190095
