,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,21.915,1.069,1.41,1.182,28.722,3.2,32.996,33.76,0.661,2.251,2.289,4.013,0.15998226,0.26144302,0.041826244
Pareto solution 1,19.21683386162769,3.582333588090421,3.8380832057598866,3.667083171545926,24.322083706817523,5.180583093923474,27.527581824812785,28.10058209991979,3.2763331904165796,4.468832696590653,4.497332849812864,5.79033352260933,0.15998226,0.26144302,0.041826244
Pareto solution 2,27.311333999950875,-3.9576667438168442,-3.446166918398376,-3.7881675769058347,37.521834280410076,-0.7611673387643805,43.93282972962788,45.078830279841895,-4.569667342471348,-2.184668133430023,-2.1276680236787797,0.45833351860733273,0.15998226,0.26144302,0.041826244
Pareto solution 3,21.915000574402086,1.0690001441213326,1.4099998310404658,1.1819995887286723,28.722000564681707,3.1999996163608557,32.995997793084484,33.759998159893826,0.660999679453937,2.250999086583761,2.2889992253156493,4.013000187941998,0.15998226,0.26144302,0.041826244
Pareto solution 4,24.61316728717648,-1.4443332998477558,-1.018083543678955,-1.3030839940885812,33.12191742254589,1.2194161387982376,38.464413761356184,39.41941421986786,-1.9543338315087055,0.03316547657686897,0.08066560081843477,2.2356668532746653,0.15998226,0.26144302,0.041826244
