,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.449,33.428,0.804,102.2,1.038,6.209,17.034,1.433,92.515,406.069,1.158,0.69,119.808,3.812,4.87,9.997,2.004,441.682,1.029,1.488,5.24,20.118,537.759,44.646,242.075,1.44,4.723,14.747,9.635,827.508,94.756,19.107,4.535,920.287,53.578,2.546,67.126,1.647,19.294,34.639,0.15983438,0.2801841,0.044783052
Pareto solution 1,-23.03327444801971,15.690479365457179,-25.089517749054664,101.65547732463192,-24.797016158910594,-18.33326646558504,-4.802009533290459,-24.303261785800828,89.54923108381269,481.49172393798494,-24.647021398748564,-25.23201493999335,123.66547909888959,-21.32953015924147,-20.00701164168015,-13.598267952516323,-23.58952195221758,526.0079941858946,-24.80827215178897,-24.234513718828623,-19.544519095933083,-0.9470131061366374,646.1042186561822,29.7129845195891,276.4992379459637,-24.294521583238236,-20.190773577223695,-7.660767453959124,-14.050767220064586,1008.290463059137,92.35047765230081,-2.2107663926275904,-20.425774257484193,1124.2642582541334,40.877979607540084,-22.912025724904595,57.81298075067434,-24.035767087135355,-1.9770195912569193,17.204226864148097,0.15983438,0.28018415,0.04478306
Pareto solution 2,2.44899537078345,33.42799874286641,0.8040010512569324,102.19999679894542,1.0380016807692982,6.209001435429741,17.034006981265406,1.433004857955666,92.51499975608668,406.06899536479295,1.157998131501813,0.6900032985059852,119.80799820831089,3.811991444408932,4.8700049732522075,9.997000888487605,2.0039976887265993,441.68200899270914,1.0289972077680432,1.4880036328348751,5.239999652452752,20.11800444428991,537.7589872837334,44.6460025448705,242.0750059285731,1.4399979839100752,4.722996710023153,14.74700096603192,9.63500179575044,827.5079879469204,94.75599701087718,19.10700213639859,4.534995201910419,920.2870189620944,53.57799877588201,2.545994670576988,67.12599952973869,1.647001259490935,19.29399957749513,34.63899674181914,0.15983436,0.28018418,0.04478306
