,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,Node_134,Node_135,Node_136,Node_137,Node_138,Node_139,Node_140,Node_141,Node_142,Node_143,Node_144,Node_145,Node_146,Node_147,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,36.139,111.171,4.741,4.652,5.252,5.221,64.932,4.208,143.944,3.21,3.849,24.781,4.683,4.268,3.262,4.433,3.542,4.428,3.0,4.013,4.527,3.132,2.095,2.419,3.858,11.246,16.353,3.826,149.34,3.037,2.974,176.826,15.833,2.361,6.467,2.414,3.89,3.121,20.001,193.697,2.578,205.54,3.211,25.275,32.956,4.359,217.491,3.127,2.501,3.627,13.528,18.117,3.473,52.769,4.657,4.976,3.673,49.918,3.593,44.491,4.092,58.896,12.813,4.175,17.715,3.496,38.957,25.694,4.808,3.926,2.269,78.176,13.403,66.892,145.462,3.929,73.368,3.925,3.59,2.07,3.302,78.738,154.09,3.32,2.739,2.406,3.206,204.324,212.151,4.055,161.472,223.235,3.461,167.309,3.781,12.372,3.922,236.905,4.158,3.602,3.693,245.392,20.731,3.619,35.165,177.626,2.863,282.32,192.392,3.417,4.51,18.44,312.702,338.289,5.058,367.796,4.353,6.267,7.339,5.096,17.57,6.986,292.539,5.629,14.652,7.503,4.457,2.471,8.337,393.68,323.071,297.439,406.383,772.732,308.729,6.319,7.286,335.743,6.927,335.861,347.072,3.321,5.354,328.543,333.039,6.354,17.436,6.091,0.17507927,0.4477495,0.07839166
Pareto solution 1,27.49503526139233,121.28503269745866,-11.752474383747995,-11.863715330799096,-11.113713548673502,-11.152463270617034,63.48628267956168,-12.418713706786548,162.25128763026714,-13.666217137148806,-12.86746747369142,13.297527380227336,-11.824965608855564,-12.343718372289231,-13.601213564679995,-12.137467493793565,-13.2512231515787,-12.143718628182569,-13.92872182778575,-12.662459510805263,-12.019969014993706,-13.763719297172145,-15.05996421150644,-14.654962901873375,-12.856208120522922,-3.6212167377179014,2.7625376607290093,-12.89622451969791,168.99627991417287,-13.882466175032732,-13.961220415340279,203.35378759072847,2.11252981025126,-14.727466007791918,-9.59496754815774,-14.661214036262379,-12.81621548296988,-13.777464481559662,7.32253319722372,224.44254419451408,-14.456206073376222,239.2462905615771,-13.664967824179541,13.915036643150557,23.516285554050597,-12.22996143503741,254.1850267029182,-13.769964034201394,-14.55247080124127,-13.144966661685146,-0.7687135330826038,4.967531183870818,-13.33746595843354,48.28253379696332,-11.857476077221065,-11.45871950461725,-13.087475417385576,44.71878104539444,-13.187468892079153,37.9350358408653,-12.563714435172415,55.941282337263225,-1.6624671875790682,-12.459961140760072,4.465033654619901,-13.308714395878269,31.01753715183068,14.43877980414726,-11.668711924660954,-12.771214626637345,-14.842472258013004,80.04128651623687,-0.9249672172772136,65.93628108708896,164.14879297070166,-12.767461204278334,74.03127849802868,-12.772457542246855,-13.191222314438164,-15.091219883451458,-13.55121088692772,80.74378213313523,174.93377917165344,-13.528722339572425,-14.25496341366005,-14.671217679101858,-13.671218958568545,237.72627788382988,247.51001056782786,-12.609964604474214,184.16128244486544,261.365057728323,-13.352472336601295,191.45753796057033,-12.95247284838797,-2.213712598161777,-12.776216448057085,278.452517130311,-12.481213169865612,-13.17621593627041,-13.062458999018588,289.06126429519406,8.235040254887195,-13.154958423713651,26.27753544828022,204.35378722517032,-14.099964525885923,335.2212966258654,222.8112786889048,-13.40747135232209,-12.04121464673949,5.371289577894373,373.1987548892333,405.18253228175377,-11.356221920533926,442.0662467425582,-12.237467365846896,-9.844964486565459,-8.504967114959356,-11.308716954811644,4.283781373274763,-8.946214951054742,347.9950327955263,-10.642465750962117,0.636281013632555,-8.299965549432955,-12.107461134817811,-14.58996572676432,-7.257470081956853,474.42126657728545,386.16004885218626,354.1200240448843,490.3000252775498,948.2362955132098,368.23252655135275,-9.779967311456403,-8.571213603037677,402.0000322410681,-9.019960972582794,402.14752611194126,416.16125338379516,-13.527467543151943,-10.986216910485382,393.00003278936583,398.62003291003134,-9.73622125154435,4.1162861571281155,-10.064960549448642,0.17507929,0.44774956,0.07839167
