,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.806,4.271,87.777,22.866,6.452,2723.239,158.078,61.007,2.809,13.101,4.763,70.044,3.758,155.368,3.89,3.438,0.14257087,0.2697112,0.03845296
Pareto solution 1,-101.12433985085408,-97.42686944082743,27.832147112674647,-69.53435361681841,-94.15536629414783,3981.025266700075,133.28365193947002,-12.322854945050494,-99.61983287490511,-84.18184486889913,-96.68883945745256,1.2326400911006203,-98.19635618522807,129.21864714147705,-97.99835335054922,-98.67632422166935,0.14257088,0.26971123,0.038452968
Pareto solution 2,104.73635489672051,105.96884826968835,147.72184893308395,115.26635030806574,107.05934931858155,1465.4528645233586,182.87235216016188,134.33685148346785,105.23785722203684,110.38385322403883,106.21485179156207,138.85534821070542,105.71234945192919,181.51734975175782,105.77835039682213,105.55235687015647,0.14257093,0.2697112,0.038452975
