,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5.862,2.324,0.349,0.577,0.714,2.906,178.386,0.314,0.868,0.448,3.358,3.236,0.672,28.745,28.286,2.175,5.467,0.428,4.684,2.586,0.57,178.778,0.633,0.733,7.327,0.407,0.955,9.086,0.15171754,0.29337478,0.0445101
Pareto solution 1,8.600731211702964,5.947231346879363,4.465982788656277,4.636981070576866,4.739731986312336,6.383731747991533,137.99373409539635,4.439731732147976,4.855231863352373,4.540231706463402,6.722731512352112,6.6312314119892335,4.708232512081196,25.762982038123823,25.418731825573815,5.835481403219092,8.304481483137792,4.525231803738791,7.717231374360807,6.143731781547814,4.6317314684151825,138.2877321211165,4.6789816103924124,4.753981800837664,9.699481658229047,4.509481135992701,4.920482430056893,11.018732062292415,0.15171751,0.29337478,0.044510093
