,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.115,0.235,0.071,0.302,1.245,0.52,10.2,0.147,0.228,0.724,0.23,7.661,0.341,144.094,0.008,0.006,0.208,0.56,1.486,12.444,0.039,11.048,0.608,0.023,0.408,0.167,0.276,13.205,1.854,0.209,16.149,0.25,0.119,17.839,0.46,0.369,1.168,0.587,3.946,0.489,0.728,4.384,0.189,170.454,0.342,9.243,0.377,1.984,171.211,1.963,0.093,0.303,0.196,172.28,1.531,176.997,0.14863712,0.27773237,0.04128134
Pareto solution 1,-4.152290424327134,-4.0022900308818095,-4.207291055414061,-3.9185422291966745,-2.7397908691152963,-3.646040702087376,8.453959656239363,-4.11229111709531,-4.011041067071147,-3.3910414233171053,-4.008540318547574,5.280208535702116,-3.8697918857755127,175.82145685179057,-4.2860414071401465,-4.288540044139495,-4.036041513892798,-3.5960420959286523,-2.4385398839232124,11.258960036838975,-4.247292474170109,9.51396003766019,-3.5360397918342272,-4.267288784539332,-3.786039509121224,-4.08729067027366,-3.951041050461299,12.210209354387384,-1.9785395806206907,-4.034791139631011,15.890209680280854,-3.983539871725924,-4.14729086284386,18.002710342068582,-3.7210420425523267,-3.834790028502738,-2.8360413576561854,-3.562290612917664,0.6364599995495723,-3.684789635057413,-3.3860393983889026,1.1839583475208286,-4.059791586452661,208.77144608984577,-3.868541511513726,7.257709655006174,-3.824790553615486,-1.8160401954870053,209.71770877899678,-1.8422899608083299,-4.179789508148133,-3.917291854934888,-4.051040550263323,211.05395591564047,-2.382291166059076,216.95019586853573,0.1486371,0.2777323,0.041281328
Pareto solution 2,8.649581114204693,8.709581482735246,8.627580439465078,8.743080814561722,9.214581358594273,8.852081214253019,13.692081146431292,8.665580837097423,8.706081279411933,8.954080503456282,8.707080734211672,12.422580698216393,8.762580740777764,80.63908002465178,8.596080721079488,8.595081266279749,8.696081100683273,8.872080867868931,9.33508111921384,14.814081245883031,8.611580716572348,14.116081193423412,8.896081156049434,8.603581558967392,8.796081480287057,8.675581015826083,8.730080863751027,15.194581078478606,9.51908145168727,8.696580828083142,16.666581142850863,8.717080912940332,8.65158072764558,17.51158142076298,8.822080678067039,8.776580850229607,9.17608052972065,8.885581249920904,10.565081283755376,8.83658121876016,8.956081524579986,10.7840808340963,8.686580649354482,93.81907909831261,8.763080468177634,13.213581251514228,8.780581484794197,9.584081205740745,94.19758248475364,9.573581299612215,8.638581480676294,8.743580541961592,8.690080852677795,94.73207965019174,9.357580817511916,97.0905790097886,0.14863706,0.27773234,0.041281316
