,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.745,61.174,1347.298,14.188,1.577,5.275,10.165,9.877,10.123,2.06,4.59,19.946,1275.021,5.08,3.79,37.258,4.776,1198.361,3.934,0.574,0.517,8.338,3.727,290.209,201.277,1.045,7.827,79.891,1.716,25.788,19.245,44.98,2.268,2.23,0.15646149,0.25491703,0.039884698
Pareto solution 1,71.10588926149649,99.82038989251305,742.8823857579846,76.32739489985397,70.02188666902657,71.87088758884056,74.31588569788437,74.17188953053846,74.29489070641284,70.26338780566584,71.52838943702227,79.20638917034375,706.7438756668707,71.7733932985866,71.12838999752421,87.86238601147488,71.62139319120615,668.4138558250852,71.20039342071686,69.52039363901713,69.49189128284343,73.4023899880849,71.09689217079722,214.33789658464957,169.87188758356206,69.75588781599072,73.14688863078482,109.17889132238633,70.0913911969983,82.1273894423357,78.85589241801063,91.72338736907113,70.36739097043755,70.34838761981518,0.15646148,0.25491703,0.039884694
