,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.622,16.422,2.812,2.305,2.267,196.745,64.62,1.811,30.34,9.201,3.752,1.54,52.674,17.982,3.361,119.292,2.252,7.166,29.594,14.826,1.756,4.475,32.615,3.55,1.432,5.126,295.856,92.717,5.573,6.081,5.899,13.274,2.789,1.156,0.16624957,0.29379937,0.04884402
Pareto solution 1,-11.565281045040138,9.13472166057727,-11.280279296023764,-12.040780504236864,-12.097777202980069,279.6192059523746,81.43172798144042,-12.781781400619366,30.011719771664673,-1.6967833197122673,-9.870280058887147,-13.18828312662481,63.51271947537498,11.474720744118258,-10.456782697373455,163.43972894729814,-12.120278686187703,-4.749281299204085,28.892719149708398,6.74071792201994,-12.864280753947241,-8.785780129056548,33.42422208622202,-10.1732815340456,-13.350280661903525,-7.809278556078425,428.2856986209372,123.57722144188301,-7.138783280695861,-6.376781486794243,-6.649778550302472,4.412718047396993,-11.314778162619405,-13.764281665291492,0.16624959,0.29379934,0.04884402
Pareto solution 2,-4.4716407718613596,12.77836152085169,-4.234139314347715,-4.867890321191965,-4.915387646208387,238.18209846871468,73.02586682626952,-5.48539091604988,30.17585998003575,3.7521075607697867,-3.0591398740034492,-5.824142430451502,58.093359737881656,14.728360757135846,-3.5478919966782883,141.36586702264094,-4.934138806150997,1.208359244526605,29.243359471246823,10.783358519482874,-5.554140377156443,-2.1553900085417013,33.01961190883354,-3.3116410272384087,-5.959140376517098,-1.3416387737903506,362.0708435762035,108.14711137663835,-0.7828924067165417,-0.1478911399897811,-0.37538869291330457,8.843358623963752,-4.262888445907834,-6.304141136609985,0.16624956,0.29379937,0.048844017
