,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.139,1.019,214.659,1.848,0.342,163.819,4.885,1.717,132.146,70.324,2.489,1.968,145.287,123.103,4.438,136.913,119.933,2.246,2.464,8.056,1.967,23.54,2.303,2.072,129.04,2.42,108.169,0.988,20.995,17.372,38.167,5.264,4.089,70.441,113.935,1.971,2.716,84.934,2.213,61.795,1.702,7.217,84.871,5.172,29.9,1.203,2.078,2.042,4.621,1.83,1.805,1.725,1.993,2.612,1.009,69.506,45.39,0.884,2.163,40.052,14.583,63.852,2.547,1.372,5.107,2.261,2.471,20.215,0.18007796,0.28923184,0.05208428
Pareto solution 1,16.63103797990175,17.071038783568156,123.89103461069863,17.485539091152077,16.73253801545752,98.47103612804403,19.004039017840796,17.42003852200901,82.63453731937261,51.723536898441125,17.80603862770181,17.54553920074295,89.20503778315651,78.11303670239522,18.780538459779336,85.01803582928733,76.52803830243329,17.684538555615745,17.793539354047653,20.589538617399626,17.54503875032333,28.331539198166695,17.713038757506865,17.597539595392618,81.0815347824664,17.771539014193422,70.64603774768557,17.055538305750815,27.05903912145874,25.247538584683525,35.6450386591425,19.19353891445894,18.60603859055891,51.78204015183678,73.52903672043794,17.547039053647268,17.919538984846668,59.02853675593906,17.66803867531371,47.459037050548886,17.412539257487424,20.170037551505857,58.997038346593854,19.14753942978109,31.51153845118185,17.163037752923856,17.600537802846702,17.58253806964035,18.872038477069964,17.476538475371626,17.46403920171747,17.424039128656887,17.558038474397108,17.867538590197,17.066038774435583,51.3145370504094,39.25653855046323,17.003537911101148,17.643038629650846,36.58753794580633,23.853038734647157,48.48753907895457,17.835039280012552,17.24753895611252,19.115038621242093,17.69203782013733,17.79703951027591,26.669038783706696,0.1800779,0.28923178,0.05208425
