,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,8.359,6.091,68.674,3.965,16.352,80.731,6.753,97.976,4.351,28.961,740.92,255.473,0.1569041,0.30370367,0.047652353
Pareto solution 1,59.12142289598887,57.9874231610811,89.27892247569048,56.92441677205625,63.11792125969214,95.30742216735848,58.31842187108032,103.9299201676547,57.11742144978962,69.42242107830725,425.401913906182,182.67842662558814,0.15690398,0.30370364,0.04765231
