,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5401.939,20.265,26.234,30.731,28.822,3513.161,2.04,8.189,0.14935045,0.25859034,0.038620584
Pareto solution 1,3265.4308656229405,574.5938208263979,577.5783330088743,579.8268023481505,578.8723057636671,2321.041777163715,565.4813391297357,568.5557924448949,0.14935043,0.2585903,0.038620576
Pareto solution 2,4333.684994723473,297.4294127842113,301.906181057926,305.2788850668403,303.84714019011517,2917.1013915235308,283.7607049836661,288.37239970085284,0.14935043,0.2585903,0.038620576
