,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.064,0.15034646,0.26058066,0.03917738
Pareto solution 1,0.0010000004858550238,0.0089999993483008,5.105207367961384e-10,5.105207367961384e-10,5.105207367961384e-10,5.105207367961384e-10,5.105207367961384e-10,5.105207367961384e-10,0.06400000043628074,0.06400000043628074,0.15034702,0.26058093,0.039177567
Pareto solution 2,0.007400000628867587,0.011400000154113327,0.006900000641200443,0.006900000641200443,0.006900000641200443,0.006900000641200443,0.006900000641200443,0.006900000641200443,0.03890000135626326,0.03890000135626326,0.15034702,0.26058093,0.039177567
