,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5.036,2.313,2.96,5.004,5.05,3.879,32.699,24.704,2.596,5.063,3.613,5.912,5.302,3.791,24.886,41.325,50.866,4.482,0.15134846,0.26340762,0.039866336
Pareto solution 1,6.964235874817859,4.921986359302096,5.407236188005697,6.940235898067719,6.974736022625223,6.096486093831885,27.71148720282507,21.71523627006757,5.1342357518695465,6.984486332572651,5.896985923057372,7.621236268651927,7.163736045592373,6.030485745649408,21.851735553997905,34.18098671207768,41.33673787470232,6.548735693494969,0.15134837,0.2634076,0.03986631
