,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,13.75,1597.462,163.202,43.915,74.211,203.617,76.241,18.178,22.482,16.352,21.03,8114.328,18.486,15.658,20.647,21.395,81.07,16.234,311.01,16.776,13053.56,9897.956,117.28,20.784,105.848,24.815,28.269,21.717,23.315,24.719,1848.706,212.019,0.17070177,0.26610672,0.04542489
Pareto solution 1,573.2037909578648,1365.0598082488723,647.9298211447312,588.2863251617237,603.4343101611594,668.137298493617,604.4492988566344,575.4177689489152,577.5698056926194,574.5048306234239,576.8438305728778,4623.4927300878335,575.5717788641341,574.1577955555113,576.6522639337345,577.0263270808791,606.8637768823246,574.4458064031787,721.8337966317195,574.7168164522736,7093.1087666680105,5515.307039199397,624.9688069482218,576.7208140706061,619.2528011868708,578.7362519046001,580.4633142625389,577.1873105140112,577.9862568898243,578.6883032716287,1490.6818310320377,672.3382733044273,0.17070171,0.26610672,0.045424875
