,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,11.966,8.084,9.458,1282.363,11.035,1233.79,11.019,153.173,11.049,14.161,10.585,179.618,7.086,37.718,13.12,11.536,52.469,227.239,464.686,200.282,8.369,7.043,11.802,8.133,21.757,74.445,24.171,20.513,145.983,10.445,18.554,35.335,13.072,66.06,7.165,8.614,9.167,142.922,9.827,18.909,7.037,12.064,180.283,2.434,38.152,9.489,4.473,344.071,28.82,13.436,37.734,61.741,9.376,11.816,26.144,6.695,3.37,337.237,20.483,324.745,0.26603782,0.42500424,0.1130672
Pareto solution 1,11.966001903986125,8.083996630666661,9.458003306928731,1282.3629684091065,11.03500713451649,1233.7900952052441,11.018993000901446,153.17300700952046,11.04900122950221,14.161005465924973,10.584998180231196,179.617998420581,7.085993639951539,37.71799326241444,13.120002245764681,11.536001370684062,52.46900130153085,227.23899490377244,464.6859977275544,200.28199502673806,8.369001714664137,7.043002216254536,11.802003650138886,8.133007663810076,21.757007621001776,74.4449980276629,24.170999572936125,20.51299844376763,145.98300355996912,10.444999112436108,18.55399949958064,35.3349975440251,13.072003873660378,66.05999555344602,7.165004095947552,8.61399524014405,9.166996224981176,142.9219986946257,9.826990572336854,18.90899090885341,7.037000218304456,12.064006358776624,180.28299971634397,2.4339943743339063,38.151996888832855,9.488999540473742,4.47300058520932,344.07101632611557,28.81999783957872,13.435994757559001,37.73399859028132,61.74100326622943,9.375995374256945,11.815999506274238,26.143994373258465,6.694999048726459,3.3700048979590065,337.2370019771042,20.483006065513564,324.7449950358741,0.26603785,0.42500418,0.1130672
