,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,236.088,239.032,5.033,11.877,12.344,7.719,4.694,12.203,2.327,5.234,74.083,5.616,2236.17,10.011,39.506,360.054,2168.982,5.891,0.17732395,0.28190312,0.049988177
Pareto solution 1,203.10800413185643,207.52400710740767,-143.47448239466758,-133.2084873788408,-132.50800935117877,-139.44550841551973,-143.98300035911961,-132.71949352294905,-147.53347165274317,-143.17299289256334,-39.89949154682108,-142.59998866083333,3203.230697800871,-136.00748302513966,-91.7649618856376,389.0569912793362,3102.449031696422,-142.18751148766023,0.17732388,0.28190312,0.049988154
Pareto solution 2,269.06798464304484,270.5399864787796,153.5404849147817,156.9624900044655,157.1959793048154,154.88348636777664,153.3709856777059,157.12548795642942,152.18748849542317,153.64099154209543,188.06548861513875,153.83198957713466,1269.1089086931315,156.02948470462434,170.77699175112502,331.0509786711027,1235.5149659830495,153.96947859265492,0.17732377,0.28190315,0.04998813
