,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,167.127,10.333,11.88,9.381,5.951,11.47,7.478,7.901,28.858,32.227,51.288,11.328,15.624,17.809,42.694,5.808,95.918,74.902,8.807,10.207,10.387,10.094,15.955,3.8,3.749,4.538,3.797,7.061,7.411,7.815,4.246,3.931,6.978,7.885,12.45,6.702,7.285,11.936,6.605,24.392,37.036,17.62,24.314,44.41,6.144,47.459,91.186,3.772,60.833,92.514,5.357,19.018,4.635,3.967,5.061,200.199,4.818,4.351,90.197,361.256,0.19188964,0.441457,0.08471103
Pareto solution 1,167.1269951513459,10.332999528150026,11.880001229032928,9.38100068443805,5.951000808607205,11.470000793998906,7.478000225938672,7.90100182469746,28.857999777219902,32.22700118368603,51.287998461770485,11.327999755077258,15.623999982638452,17.80900015340154,42.69400034296228,5.807999548646762,95.91800055978456,74.90199725998127,8.8069986220778,10.207002025849079,10.387001205567572,10.09399970304446,15.954999625958408,3.7999981082082286,3.74900094091106,4.5380000881151545,3.797002146985619,7.061001235747312,7.4109978122412485,7.815000340601614,4.245999661520614,3.931000990152029,6.9779995598780715,7.885000852746089,12.45000069745845,6.701999677790013,7.285000309940301,11.935999928968954,6.605000464161208,24.392000229381267,37.03599912687554,17.620000052946125,24.313999017538663,44.41000007447161,6.144000724605576,47.458999727442574,91.18599244040115,3.7719987582402155,60.833000118868085,92.51400215651347,5.3570007371444035,19.018000022525598,4.6349997291888485,3.966997833981509,5.061001136174241,200.19900800720097,4.8180004269135,4.350998506235328,90.19699610437601,361.25601537125294,0.19188961,0.4414571,0.08471103
