,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,378.904,9.538,33.805,11.234,10.573,10.186,11.864,55.842,10.911,94.671,9.39,29.554,80.807,8.715,37.949,14.862,31.068,15.358,7.589,0.623,6.882,1.615,6.594,0.762,0.15367696,0.2603044,0.040002786
Pareto solution 1,378.9040016606741,9.5380002247133,33.80500020992815,11.234002120366881,10.572999541912964,10.186000806213997,11.864001144197573,55.84199880125527,10.910998770835818,94.67099713960056,9.389999437924416,29.554001089796486,80.80700170175919,8.714999883228984,37.94900132443117,14.862000424512757,31.06800053320785,15.358000682761485,7.588999480046141,0.6230009364996931,6.881998588680631,1.6150008924454369,6.593997769684165,0.7619998233501519,0.15367693,0.2603044,0.04000278
