,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,33.238,103.947,4947.917,43.552,0.43,1.336,1.453,2.766,2.515,1.932,0.084,0.231,0.0,0.378,0.0,1.291,0.574,8.887,0.065,0.689,18.57,0.42,0.531,4.789,30.532,3.091,0.17187282,0.27378637,0.047056437
Pareto solution 1,-50.320259921330944,55.743233535476975,7321.697785758239,-34.84926578210343,-99.53230268075276,-98.1732843501286,-97.9977637063821,-96.02828678461447,-96.40477446119439,-97.27926410617874,-100.05127881413318,-99.83078118233425,-100.17726533006862,-99.61025524531942,-100.17726533006862,-98.2407639848152,-99.31627727306477,-86.84678237963635,-100.07978216653646,-99.14378528741872,-72.32227220201457,-99.54727613995965,-99.38075655486682,-92.99376950447731,-54.37925618546433,-95.5407577460901,0.17187281,0.27378634,0.047056425
Pareto solution 2,116.79628217466052,152.1507776348285,2574.135706215093,121.95328022106969,100.3922702802879,100.84527403172797,100.9037809129768,101.56027793776866,101.43477968680736,101.14327842094326,100.21927587705977,100.29277744642741,100.17727801297997,100.36627901579504,100.17727801297997,100.82277846139777,100.46427874951723,104.62077232979073,100.209779477128,100.52177371929793,109.4622804398673,100.38727440968296,100.44278093804724,102.5717789802784,115.44327870241341,101.72277818220482,0.17187274,0.27378637,0.04705641
