,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5.704,3.83,7672.692,2675.699,5.324,2.842,2729.607,4.542,7686.797,8.477,215.644,2.476,2.809,2747.36,2.393,1.877,5.608,200.053,7.687,2751.1,7849.584,1.41,2.469,1.7,2756.499,16.367,8.474,95.021,10.789,76.247,10.526,1519.886,12.917,513.763,973.526,13.729,485.322,233.742,1337.149,1014.311,5.136,10.761,11.193,314.696,0.1548433,0.26486057,0.041011885
Pareto solution 1,5.704001591511769,3.8299720118357072,7672.691632797178,2675.6989230040017,5.323979748545753,2.842017611301344,2729.6069442748103,4.541967132076934,7686.796679998515,8.476995592645835,215.6439804394904,2.475999267580846,2.809026571680988,2747.360189122601,2.393032298932667,1.8770560530765579,5.607964690234439,200.05298127789047,7.687017544885748,2751.1000871028227,7849.584317107401,1.4099866518972703,2.468997517958087,1.7000548341184185,2756.4989630753826,16.366988678300913,8.473953972379604,95.02098496154304,10.789018490659146,76.24702053648889,10.526023740312667,1519.8860074785853,12.916993247513346,513.7630002397782,973.5260004000861,13.728985398388431,485.3220287898648,233.74199746171598,1337.14907568969,1014.3109747948998,5.135986535556185,10.760996434642038,11.192981800077177,314.69607602479755,0.15484324,0.26486057,0.04101187
