,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.144,0.745,0.499,0.048,6.058,3.784,47.585,19.257,0.015,0.437,545.931,637.812,3583.209,5.848,115.124,125.273,127.296,8.928,9.06,0.024,9.448,11.043,11.44,0.207,0.324,0.399,9.637,0.319,0.445,4.727,0.606,2.033,0.386,0.0,0.262,0.434,0.304,0.044,0.473,3.132,0.1610204,0.37264568,0.060003556
Pareto solution 1,-32.89964046465957,-32.14838663742455,-32.45589833526253,-33.01962818755703,-25.507135386331356,-28.349637953746537,26.401621735048593,-9.008378822631244,-33.06088318710226,-32.533389591168884,649.3341506014508,764.1853833666237,4445.931652482246,-25.769627498502018,110.82536827256615,123.51162166615848,126.04036521299707,-21.919639202311146,-21.754632951214376,-33.04963172745647,-21.269635822272107,-19.275884575313967,-18.779635986725907,-32.82088024713903,-32.674625018827896,-32.5808773071758,-21.033382663878797,-32.680885229457886,-32.52336585188482,-27.170884705776075,-32.322122286958916,-30.53837149753258,-32.597133762921544,-33.07963526735591,-32.75214482637057,-32.537126683122665,-32.699637309711534,-33.024619436572834,-32.488370005501565,-29.164634895266204,0.16102038,0.3726456,0.060003534
