Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,FRI,DRI
0.0989999994635582,0.0,0.03350000083446503,4.576499938964844,0.012500000186264515,0.48500001430511475,0.02250000089406967,0.052000001072883606,0.0,0.039500001817941666,0.13600000739097595,0.8445000052452087,0.0,5.0370001792907715,0.13950000703334808,1.74399995803833,0.023499999195337296,0.0430000014603138,0.023499999195337296,1.1775000095367432,0.4099999964237213,0.039500001817941666,0.012000000104308128,0.02449999935925007,0.006000000052154064,5.227499961853027,0.016499999910593033,0.13199999928474426,0.024000000208616257,0.16699999570846558,0.032499998807907104,10.354000091552734,0.0005000000237487257,0.02850000001490116,0.09700000286102295,0.03200000151991844,11.987000465393066,0.29249998927116394,0.07800000160932541,0.27149999141693115,0.039000000804662704,0.005499999970197678,0.1145000010728836,0.024000000208616257,0.026000000536441803,0.17299999296665192,5.9670000076293945,0.010499999858438969,0.019500000402331352,1.0010000467300415,0.3720000088214874,13.392000198364258,0.14900000393390656,0.0494999997317791,0.029500000178813934,0.24899999797344208,0.1445000022649765,0.16050000488758087,1.9225000143051147,0.016499999910593033,0.3944999873638153,1.1549999713897705,0.0005000000237487257,0.01600000075995922,0.29350000619888306,0.07699999958276749,0.6769999861717224,0.0820000022649765,0.12005093693733215,0.23515953123569489
