Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,FRI,DRI
3.4800000190734863,0.15600000321865082,0.0,0.0,0.0,0.0,0.0,0.013499999418854713,0.016499999910593033,0.7905000448226929,0.47850000858306885,0.6570000052452087,0.30900001525878906,0.1875,0.8535000085830688,0.2685000002384186,0.0,0.0,0.0,0.0,0.001500000013038516,0.0,0.012000000104308128,0.1965000033378601,0.0,0.1784999966621399,0.0,0.17399999499320984,0.17399999499320984,0.09600000083446503,0.4815000295639038,4.079999923706055,1.9290000200271606,1.900499939918518,14.76300048828125,3.0269999504089355,0.013499999418854713,0.0,0.019500000402331352,0.0,0.12791427969932556,0.2309471070766449
