Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,FRI,DRI
0.3059999942779541,0.1965000033378601,2.297999858856201,26.542499542236328,4.582499980926514,3.5879998207092285,1.2704999446868896,2.2095000743865967,1.5315001010894775,14.40000057220459,16.579500198364258,1.7699999809265137,0.0,1.7925000190734863,10.656000137329102,0.07050000131130219,0.12150000035762787,0.0,1.1775000095367432,14.887500762939453,1.0740000009536743,1.4474999904632568,0.026999998837709427,0.0,0.0,4.051499843597412,0.0689999982714653,13.111499786376953,0.343500018119812,0.0,0.1784999966621399,3.2039999961853027,1.5479998588562012,9.851999282836914,0.18599998950958252,0.49650001525878906,2.5799999237060547,2.8304998874664307,0.7425000071525574,1.8585000038146973,3.9539999961853027,1.8840000629425049,0.6330000162124634,0.021000001579523087,0.04349999874830246,0.5505000352859497,1.8029999732971191,0.016499999910593033,0.23100000619888306,0.13950000703334808,0.0,0.044999998062849045,0.1379999965429306,0.2370000183582306,0.13500000536441803,0.10949999839067459,0.2745000123977661,0.25949999690055847,0.003000000026077032,0.0,0.7560000419616699,0.07500000298023224,0.06599999964237213,0.001500000013038516,0.03750000149011612,0.0,0.001500000013038516,0.11491221934556961,0.24099762737751007
