Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,FRI,DRI
223.0570068359375,223.0570068359375,29.568500518798828,29.52050018310547,64.21199798583984,15.918000221252441,-0.07197192311286926,0.3803550899028778
669.1710205078125,669.1710205078125,88.70550537109375,88.5615005493164,192.635986328125,47.75400161743164,-0.567539393901825,0.7516278624534607
223.0570068359375,223.0570068359375,29.568500518798828,66.04350160818626,128.42399215698242,31.83600091934204,-0.16185300052165985,0.4390681982040405
667.0588383967944,669.1710205078125,88.70550537109375,88.5615005493164,148.57317549300373,38.46226726649181,-0.5238355994224548,0.7172886729240417
223.0570068359375,446.114013671875,63.46704229088181,76.26996460737803,96.10854495510672,21.7794291065764,-0.18784411251544952,0.4710928499698639
223.0570068359375,277.9376185811487,70.33469907225043,31.059695915836695,116.78326511075439,31.83600091934204,-0.16295208036899567,0.4455016553401947
649.3951576137797,669.1710205078125,88.70550537109375,88.5615005493164,192.635986328125,47.75400161743164,-0.5577050447463989,0.7442097067832947
669.1710205078125,669.1710205078125,72.89772090402442,79.34639874246665,142.6053084862579,31.83600091934204,-0.4940495193004608,0.6926586627960205
669.1710205078125,669.1710205078125,88.70550537109375,88.5615005493164,153.27713448360362,47.75400161743164,-0.5335947871208191,0.7270417809486389
326.8202019879656,408.0703641233009,87.4243239207237,79.34639874246665,86.68946716761698,44.907506405614754,-0.26310980319976807,0.5279462933540344
499.64868587530526,669.1710205078125,88.70550537109375,79.19208166155312,153.27713448360362,25.647779339831246,-0.42899003624916077,0.641215980052948
446.114013671875,446.114013671875,63.46704229088181,31.059695915836695,116.78326511075439,31.83600091934204,-0.2886756956577301,0.5384406447410583
499.64868587530526,669.1710205078125,58.19707380729379,76.26996460737803,124.15906072839451,31.83600091934204,-0.3784579336643219,0.6074863076210022
223.0570068359375,669.1710205078125,41.62766887519646,88.5615005493164,148.57317549300373,25.77152272446667,-0.26043975353240967,0.511201798915863
446.114013671875,669.1710205078125,88.70550537109375,88.5615005493164,192.635986328125,22.051188167866876,-0.44208648800849915,0.6510729193687439
446.114013671875,446.114013671875,58.19707380729379,43.705214433726404,128.42399215698242,31.83600091934204,-0.30154648423194885,0.5493932366371155
446.114013671875,446.114013671875,63.46704229088181,70.3098368966082,192.635986328125,47.75400161743164,-0.3912539780139923,0.6220147013664246
223.0570068359375,484.0181448986262,88.70550537109375,32.15559573571866,192.635986328125,47.75400161743164,-0.279631644487381,0.5322760939598083
560.0927923184787,622.5044379599517,59.13700294494629,58.322579584382794,156.4451450413293,31.83600091934204,-0.4155133068561554,0.6370422840118408
478.21025035175916,599.5201753450752,88.70550537109375,79.19208166155312,153.27713448360362,25.647779339831246,-0.40972650051116943,0.626630961894989
446.114013671875,669.1710205078125,41.62766887519646,88.5615005493164,148.57317549300373,25.77152272446667,-0.37136295437812805,0.5932083129882812
578.0597114480604,669.1710205078125,82.88170583701837,81.52641254261522,130.62969453792988,31.83600091934204,-0.44886982440948486,0.6581903100013733
223.0570068359375,223.0570068359375,88.70550537109375,35.61076474674713,183.90572210066773,32.05125764316057,-0.23345984518527985,0.4930001199245453
223.0570068359375,506.6004586917413,83.31472413920037,76.26996460737803,128.42399215698242,31.83600091934204,-0.24613924324512482,0.5081848502159119
446.114013671875,446.114013671875,88.70550537109375,88.5615005493164,145.0393119519672,23.328340352595532,-0.37447217106819153,0.6011461615562439
223.0570068359375,669.1710205078125,88.70550537109375,79.34639874246665,86.68946716761698,31.83600091934204,-0.23736007511615753,0.5041796565055847
223.0570068359375,431.48210471343066,88.70550537109375,88.5615005493164,192.635986328125,47.75400161743164,-0.31633496284484863,0.561789333820343
446.114013671875,669.1710205078125,88.70550537109375,88.5615005493164,128.42399215698242,39.48755328521047,-0.3973045349121094,0.6232115626335144
446.114013671875,446.114013671875,63.46704229088181,76.26996460737803,128.42399215698242,21.7794291065764,-0.3267372250556946,0.570303738117218
669.1710205078125,669.1710205078125,87.10487046916887,88.5615005493164,153.27713448360362,47.75400161743164,-0.5322234630584717,0.7260691523551941
