Node_0,Node_1,Node_2,Node_3,FRI,DRI
6.86400032043457,25.63050079345703,11.28600025177002,5819.52294921875,-0.9683995246887207,1.0619943141937256
5.910325640266562,8.543499946594238,10.072543719450135,1939.8409423828125,-0.242396742105484,0.5077546238899231
5.910325640266562,8.543499946594238,11.28600025177002,2743.9788486877123,-0.39264556765556335,0.6203423738479614
6.86400032043457,8.543499946594238,10.072543719450135,1939.8409423828125,-0.24699950218200684,0.5080361366271973
6.86400032043457,8.543499946594238,11.28600025177002,4438.921058957525,-0.712133526802063,0.8592312335968018
6.86400032043457,8.543499946594238,11.28600025177002,3913.340012314661,-0.6147589683532715,0.7853438854217529
6.501364522765384,8.543499946594238,10.072543719450135,5424.163705092933,-0.8906888961791992,0.997502863407135
5.910325640266562,8.543499946594238,11.28600025177002,4667.177486106841,-0.748957633972168,0.8907067179679871
5.26475484570109,9.42316096349206,10.049907536808583,5099.159024843789,-0.8229625821113586,0.9532140493392944
5.910325640266562,8.969013737612105,10.898930068643939,5813.047925475756,-0.9598957300186157,1.0524377822875977
6.789875343803154,8.543499946594238,11.28600025177002,3066.592468192873,-0.45759084820747375,0.6661970019340515
6.86400032043457,8.543499946594238,11.28600025177002,2743.9788486877123,-0.39811062812805176,0.6209522485733032
4.576000213623047,9.898234365637887,10.072543719450135,5280.045655481437,-0.8536203503608704,0.9805960059165955
4.190238588996719,8.543499946594238,10.072543719450135,3791.9745647517193,-0.5782812237739563,0.7725486159324646
4.672449430150984,8.543499946594238,11.28600025177002,3422.7362814696,-0.5129696130752563,0.7182188034057617
6.86400032043457,8.543499946594238,10.072543719450135,3599.129614918652,-0.5544214248657227,0.7412596940994263
6.023275924692136,8.543499946594238,10.072543719450135,3585.9851761903997,-0.5477984547615051,0.7390344142913818
4.125536589646265,8.543499946594238,10.898930068643939,5118.291822526089,-0.8250302672386169,0.9588954448699951
5.910325640266562,8.543499946594238,10.072543719450135,3255.9459202205912,-0.48623383045196533,0.6927335858345032
6.86400032043457,8.543499946594238,11.28600025177002,3098.6817564054227,-0.4638270437717438,0.6708188056945801
6.86400032043457,8.543499946594238,9.709771282284505,4543.824150374185,-0.7290101051330566,0.8741716146469116
4.576000213623047,17.087000370025635,7.52400016784668,3879.6819458007812,-0.6008507013320923,0.7852055430412292
6.86400032043457,8.543499946594238,10.072543719450135,3255.9459202205912,-0.4908370077610016,0.6930136680603027
5.910325640266562,8.543499946594238,9.000395863979413,3367.00673286089,-0.5060762166976929,0.7088965773582458
5.910325640266562,8.543499946594238,11.28600025177002,4499.955407736888,-0.7179760932922363,0.8671991229057312
6.86400032043457,8.543499946594238,9.000395863979413,3367.00673286089,-0.5102697014808655,0.709092378616333
6.86400032043457,9.917311204741663,11.28600025177002,4499.955407736888,-0.7235844135284424,0.8692216873168945
6.86400032043457,8.543499946594238,11.28600025177002,5819.52294921875,-0.9679136276245117,1.053309440612793
6.37937328573628,8.543499946594238,11.28600025177002,3098.6817564054227,-0.4606827199459076,0.670218825340271
6.86400032043457,8.543499946594238,10.398850733961371,3585.9851761903997,-0.5524884462356567,0.7393401861190796
