Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,FRI,DRI
248.12399291992188,247.53199768066406,27.153499603271484,219.26600646972656,156.07899475097656,9.065999984741211,71.8115005493164,22.818500518798828,38.60599899291992,9.027999877929688,12.296500205993652,4.527500152587891,-0.15398763120174408,0.45994195342063904
744.3719482421875,742.5960083007812,81.46049499511719,657.7980346679688,468.23699951171875,27.197999954223633,215.43450927734375,68.45550537109375,115.8179931640625,27.083999633789062,36.88949966430664,13.582500457763672,-0.8346530795097351,0.9574823379516602
744.3719482421875,742.5960083007812,30.810879264621118,657.7980346679688,368.6451467500964,27.197999954223633,215.43450927734375,68.45550537109375,115.8179931640625,17.336448478790004,12.296500205993652,5.281279419334302,-0.7530087828636169,0.897472083568573
744.3719482421875,687.0464603269346,67.91894213917253,657.7980346679688,302.4392894590545,14.262317204014096,83.90567482124149,52.393502141098736,46.76957079086269,10.133418499802685,12.296500205993652,7.3419588341728,-0.6066482663154602,0.8007661700248718
693.7049737755028,580.2442952621951,67.74001920627012,523.4143023966669,356.6605907106111,26.154428905542435,71.8115005493164,62.322286440469966,48.44112240655514,10.133418499802685,12.296500205993652,7.3419588341728,-0.5509018301963806,0.7530394196510315
744.3719482421875,687.0464603269346,42.79950787906293,657.7980346679688,302.4392894590545,27.197999954223633,215.43450927734375,68.45550537109375,115.8179931640625,9.027999877929688,12.296500205993652,4.527500152587891,-0.7092757821083069,0.8646225929260254
744.3719482421875,687.0464603269346,35.61291803784058,657.7980346679688,468.23699951171875,27.197999954223633,215.43450927734375,68.45550537109375,115.8179931640625,10.42581341121482,12.296500205993652,5.281279419334302,-0.7896009087562561,0.923911988735199
744.3719482421875,687.0464603269346,58.299977423283394,605.8496762438964,156.07899475097656,20.48576645977597,71.8115005493164,68.45550537109375,115.8179931640625,10.42581341121482,12.296500205993652,5.281279419334302,-0.5433488488197327,0.7468871474266052
744.3719482421875,687.0464603269346,35.61291803784058,605.8496762438964,156.07899475097656,20.48576645977597,71.8115005493164,67.02607657890076,38.60599899291992,10.133418499802685,27.277079786616923,10.445756148579626,-0.5061517357826233,0.7144662737846375
250.39966811439075,247.53199768066406,27.153499603271484,219.26600646972656,156.07899475097656,9.065999984741211,71.8115005493164,22.818500518798828,77.21199607849121,18.055999755859375,24.592999935150146,9.055000305175781,-0.1766090989112854,0.47498008608818054
744.3719482421875,687.0464603269346,58.61755334794716,657.7980346679688,468.23699951171875,27.197999954223633,215.43450927734375,68.45550537109375,115.8179931640625,27.083999633789062,36.88949966430664,6.181700272481905,-0.8097465634346008,0.9388790726661682
744.3719482421875,742.5960083007812,81.46049499511719,657.7980346679688,276.1952469349034,9.065999984741211,112.69185875915457,36.666357889122324,100.37874446836904,22.68089739781337,33.61765409858445,5.281279419334302,-0.6526079773902893,0.8269323706626892
744.3719482421875,742.5960083007812,30.810879264621118,657.7980346679688,374.5146580489045,27.197999954223633,71.8115005493164,67.02607657890076,113.79364589603877,10.133418499802685,12.296500205993652,7.3419588341728,-0.6820260882377625,0.8448805212974548
248.12399291992188,247.53199768066406,27.153499603271484,219.26600646972656,156.07899475097656,13.837466593537748,71.8115005493164,55.7558607012308,100.37874446836904,16.58012989548248,36.28573523085572,6.181700272481905,-0.20694880187511444,0.49831023812294006
676.3135837802249,482.2278161172653,27.153499603271484,476.9177562253878,212.77501733610072,22.1348714835913,71.8115005493164,67.02607657890076,89.34597531484104,19.192110419686394,35.51449947601928,7.3419588341728,-0.44734060764312744,0.6662545800209045
496.2479705810547,275.9453803166785,37.02436738935607,219.26600646972656,156.07899475097656,9.065999984741211,112.69185875915457,36.666357889122324,100.37874446836904,22.68089739781337,22.075123622557697,11.112130116249872,-0.24554263055324554,0.5228531956672668
676.3135837802249,482.2278161172653,41.54843157249232,476.9177562253878,212.77501733610072,26.518195587919852,128.52562144137846,47.131732559389164,100.37874446836904,10.42581341121482,25.751324857116956,5.281279419334302,-0.47348931431770325,0.6854403018951416
744.3719482421875,687.0464603269346,42.79950787906293,657.7980346679688,302.4392894590545,11.344768964394392,71.8115005493164,67.02607657890076,89.34597531484104,16.22913177918513,35.51449947601928,7.3419588341728,-0.624711275100708,0.8095150589942932
486.9075678322862,247.53199768066406,42.71230374938914,219.26600646972656,156.07899475097656,26.346236455415063,71.8115005493164,51.103093824447875,100.37874446836904,10.42581341121482,12.296500205993652,5.281279419334302,-0.2238273024559021,0.509596586227417
744.3719482421875,687.0464603269346,58.61755334794716,657.7980346679688,468.23699951171875,22.1348714835913,71.8115005493164,67.02607657890076,38.60599899291992,19.59912550566124,12.296500205993652,9.021812399763146,-0.6887131333351135,0.8572742938995361
744.3719482421875,482.2278161172653,27.153499603271484,454.7148846080844,156.07899475097656,14.87542426610178,71.8115005493164,67.02607657890076,65.84735324986016,10.133418499802685,12.296500205993652,9.021812399763146,-0.3884391486644745,0.6322306394577026
744.3719482421875,687.0464603269346,30.714394825470045,605.8496762438964,460.0866103904249,20.48576645977597,71.8115005493164,22.818500518798828,53.14828443677556,22.164300904903577,16.77576958031495,9.055000305175781,-0.643584132194519,0.8155389428138733
496.2479705810547,369.04426306927695,65.14560197568294,231.48905192224248,206.07174356999496,9.065999984741211,151.74047505302727,51.103093824447875,90.94850910681303,10.42581341121482,12.296500205993652,11.623341774056522,-0.3217179477214813,0.5879808068275452
744.3719482421875,687.0464603269346,58.61755334794716,219.26600646972656,156.07899475097656,26.518195587919852,71.8115005493164,47.131732559389164,82.23642596149881,10.42581341121482,13.327222434348185,5.281279419334302,-0.3482239246368408,0.6034360527992249
496.2479705810547,482.2278161172653,80.56302827294893,276.3607181688999,156.07899475097656,22.1348714835913,71.8115005493164,67.02607657890076,113.79364589603877,10.133418499802685,12.296500205993652,7.3419588341728,-0.34065961837768555,0.5943207740783691
744.3719482421875,534.7589349655443,41.54843157249232,476.9177562253878,212.77501733610072,22.1348714835913,143.56650001886047,67.02607657890076,44.302030744394415,21.11017385042245,27.784265052794872,5.281279419334302,-0.4829044044017792,0.692903995513916
496.2479705810547,482.2278161172653,27.153499603271484,219.26600646972656,156.07899475097656,22.1348714835913,71.8115005493164,67.02607657890076,38.60599899291992,11.520660791033864,28.557652027448007,8.498377953549376,-0.2628899812698364,0.5327016711235046
248.12399291992188,247.53199768066406,27.153499603271484,219.26600646972656,156.07899475097656,9.065999984741211,71.8115005493164,30.861782923895696,38.60599899291992,10.133418499802685,27.277079786616923,10.445756148579626,-0.16202226281166077,0.4636465609073639
719.4758210687289,482.2278161172653,80.56302827294893,320.7093900411654,156.07899475097656,22.1348714835913,71.8115005493164,67.02607657890076,113.79364589603877,10.133418499802685,12.296500205993652,7.3419588341728,-0.3749333918094635,0.6193891167640686
