Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,FRI,DRI
239.13600158691406,225.1929931640625,17.61199951171875,16.6564998626709,142.28900146484375,13.031499862670898,42.60350036621094,11.5024995803833,115.60199737548828,18.899999618530273,28.489999771118164,8.40999984741211,6.692500114440918,8.559499740600586,-0.043972890824079514,0.381371408700943
717.4080200195312,675.5789794921875,52.83599853515625,49.96949768066406,426.86700439453125,39.09449768066406,127.81050109863281,34.50749969482422,346.8059997558594,56.69999694824219,85.47000122070312,25.229999542236328,20.077499389648438,25.678499221801758,-0.500584065914154,0.7058983445167542
239.13600158691406,225.1929931640625,17.61199951171875,16.6564998626709,142.28900146484375,33.65494931302993,42.60350036621094,11.5024995803833,115.60199737548828,26.989999599186397,76.63422294014102,10.13031383794587,18.812754668453927,24.84641114873644,-0.07548444718122482,0.4004541039466858
717.4080200195312,558.979010982172,52.83599853515625,49.96949768066406,426.86700439453125,32.71477093482093,127.81050109863281,34.50749969482422,346.8059997558594,56.69999694824219,85.47000122070312,10.13031383794587,20.077499389648438,24.269393444574575,-0.46749478578567505,0.6851309537887573
465.4756304254355,450.385986328125,35.2239990234375,38.682045122031525,216.42558987866198,24.707303827795364,85.20700073242188,11.5024995803833,115.60199737548828,18.899999618530273,28.489999771118164,8.40999984741211,6.692500114440918,8.559499740600586,-0.17261013388633728,0.4714260697364807
717.4080200195312,675.5789794921875,35.2239990234375,21.71438093455665,411.7218977230501,16.075879691411103,85.20700073242188,23.00499963760376,247.7872062477149,51.246811399643626,56.980000495910645,10.13031383794587,20.077499389648438,23.789046279196896,-0.3877210319042206,0.6248518824577332
239.13600158691406,225.1929931640625,17.61199951171875,16.6564998626709,142.28900146484375,13.031499862670898,42.60350036621094,11.5024995803833,115.60199737548828,27.63614729609149,28.489999771118164,10.13031383794587,20.077499389648438,23.789046279196896,-0.04794918745756149,0.3854868412017822
468.4050294203972,450.385986328125,35.2239990234375,21.71438093455665,411.7218977230501,26.06299877166748,103.76213714798027,21.44467129014444,331.9056159216186,37.79999828338623,56.980000495910645,10.13031383794587,20.077499389648438,23.789046279196896,-0.3672637939453125,0.6081522107124329
717.4080200195312,450.385986328125,34.11564197082082,44.574745025299876,308.65074409469213,34.99474940238122,93.59362576292745,14.559866816969347,294.31167247645226,51.246811399643626,84.91554589890427,21.902794352340376,20.077499389648438,19.510616770935762,-0.34981992840766907,0.5970297455787659
633.2097197575039,450.385986328125,26.673269414447454,32.0418842273792,423.43529894442054,26.06299877166748,85.20700073242188,23.00499963760376,231.20399856567383,51.246811399643626,70.64065606213396,10.13031383794587,20.077499389648438,23.789046279196896,-0.34181395173072815,0.5875921249389648
611.02690715248,450.385986328125,42.41543902261189,33.31299877166748,284.5780029296875,26.06299877166748,42.60350036621094,11.5024995803833,115.60199737548828,18.899999618530273,50.41191364913254,13.800338832733338,6.692500114440918,8.559499740600586,-0.1983305662870407,0.49648216366767883
585.3836241225991,485.7251477520706,32.26857853141483,47.6093778392365,284.5780029296875,26.06299877166748,61.03175203052074,11.5024995803833,115.60199737548828,21.032413236850424,40.2852732870806,13.800338832733338,6.692500114440918,8.559499740600586,-0.20988747477531433,0.5038686394691467
465.4756304254355,450.385986328125,35.2239990234375,38.682045122031525,284.5780029296875,26.06299877166748,42.60350036621094,11.5024995803833,115.60199737548828,18.899999618530273,50.41191364913254,13.800338832733338,17.725754510725523,8.559499740600586,-0.19067294895648956,0.48828402161598206
468.4050294203972,447.0604674905532,35.2239990234375,44.57253677255018,284.5780029296875,26.06299877166748,85.20700073242188,21.355572520320873,192.33234027318093,31.564035877747074,56.980000495910645,10.13031383794587,11.991562419927408,15.173807896523972,-0.25010597705841064,0.5310114026069641
633.2097197575039,450.385986328125,26.673269414447454,32.0418842273792,423.43529894442054,26.06299877166748,85.20700073242188,27.14073211325848,307.1469360856131,31.825863461179694,63.532788235243586,9.262018435527615,8.312636738252662,24.304146764795036,-0.36519935727119446,0.6053603887557983
681.8219911903652,450.385986328125,35.2239990234375,29.257992183433828,284.5780029296875,26.06299877166748,85.20700073242188,23.00499963760376,147.13997591006046,51.246811399643626,56.980000495910645,10.13031383794587,20.077499389648438,23.789046279196896,-0.24834509193897247,0.522153913974762
633.2097197575039,450.385986328125,34.11564197082082,23.005358882839307,360.73386955671083,34.99474940238122,85.20700073242188,23.00499963760376,247.7872062477149,51.246811399643626,76.63422294014102,10.13031383794587,20.077499389648438,23.789046279196896,-0.3290918171405792,0.5798739194869995
478.27201080322266,450.385986328125,35.2239990234375,33.31299877166748,216.42558987866198,24.707303827795364,85.20700073242188,11.5024995803833,115.60199737548828,18.899999618530273,64.98764266608842,9.237007729519044,6.692500114440918,8.559499740600586,-0.18478702008724213,0.4809323251247406
465.4756304254355,450.385986328125,26.788362096798345,21.71438093455665,409.5858051295223,13.031499862670898,42.60350036621094,11.5024995803833,115.60199737548828,18.899999618530273,28.489999771118164,13.93927069455061,14.265930178640179,23.942500628484567,-0.21913571655750275,0.5095807313919067
585.3836241225991,485.7251477520706,32.26857853141483,43.895197273832714,180.21090095829163,24.707303827795364,85.20700073242188,14.849360682613355,115.60199737548828,39.70890300108458,28.489999771118164,8.40999984741211,19.976167140715027,9.641572086791028,-0.18111808598041534,0.4764922559261322
623.0391006475713,473.16271237993067,26.673269414447454,38.682045122031525,284.5780029296875,29.917840421310007,104.37413652745461,33.181271990989636,231.20399856567383,51.246811399643626,54.85712936190985,16.81999969482422,20.077499389648438,23.789046279196896,-0.301715612411499,0.5576748251914978
465.4756304254355,450.385986328125,35.2239990234375,38.682045122031525,284.5780029296875,26.06299877166748,85.20700073242188,23.00499963760376,147.13997591006046,51.246811399643626,56.980000495910645,10.13031383794587,20.077499389648438,23.789046279196896,-0.23996315896511078,0.5162758827209473
523.7754551448811,450.385986328125,35.2239990234375,38.682045122031525,284.5780029296875,26.06299877166748,74.59981761743718,23.00499963760376,163.30821370118807,31.825863461179694,29.814765747250835,17.51662555735347,6.834824294349103,11.357504648638528,-0.22446119785308838,0.5120460391044617
468.4050294203972,450.385986328125,22.36839111089408,21.71438093455665,411.7218977230501,26.06299877166748,74.59981761743718,23.00499963760376,163.30821370118807,31.825863461179694,38.67267887855222,17.51662555735347,6.834824294349103,11.357504648638528,-0.26223063468933105,0.536354124546051
577.7139361053289,450.385986328125,30.1714688419304,20.284170886963512,284.5780029296875,26.06299877166748,85.20700073242188,23.00499963760376,147.13997591006046,51.246811399643626,56.980000495910645,10.13031383794587,20.077499389648438,23.789046279196896,-0.2372172772884369,0.5132431387901306
611.02690715248,450.385986328125,35.2239990234375,33.937195505384366,365.81353057364606,26.06299877166748,73.17372470708658,29.129262246664776,231.20399856567383,37.79999828338623,56.980000495910645,9.959337341520675,20.077499389648438,23.789046279196896,-0.3069019913673401,0.5647169351577759
465.4756304254355,450.385986328125,35.2239990234375,21.71438093455665,411.7218977230501,26.06299877166748,85.20700073242188,26.641608276668094,231.20399856567383,37.79999828338623,56.980000495910645,10.13031383794587,20.077499389648438,23.789046279196896,-0.31591230630874634,0.5704774260520935
