Node_0,Node_1,Node_2,Node_3,FRI,DRI
64.70550537109375,6766.09765625,1129.493896484375,7.0786875212244205,-2.015667676925659,1.8518505096435547
38.64858344728523,2977.18476658712,432.92788818642896,9.146884208107998,-0.7735294103622437,0.9073458909988403
64.70550537109375,6766.09765625,900.8260063764161,11.11004308242456,-1.8482780456542969,1.7256603240966797
56.44287219460393,6766.09765625,782.2146430631274,7.951000213623047,-1.7481427192687988,1.6499916315078735
21.568500518798828,2255.365966796875,752.9959411621094,10.282947141419173,-0.8617568016052246,0.975260317325592
64.70550537109375,6766.09765625,979.3989692233225,8.42335736844242,-1.90663480758667,1.7685620784759521
64.70550537109375,3387.631831222511,1129.493896484375,3.9755001068115234,-1.3861229419708252,1.3700705766677856
22.514602269154985,4510.7318115234375,618.0773314314787,10.282947141419173,-1.1794917583465576,1.216078758239746
61.55830720855722,2922.622119488348,1129.493896484375,11.11004308242456,-1.3027827739715576,1.3111225366592407
56.20788502842011,6766.09765625,618.0773314314787,10.282947141419173,-1.6259475946426392,1.5591685771942139
64.70550537109375,3460.917799637771,731.8026421884779,7.932575544876734,-1.1086032390594482,1.1643543243408203
21.568500518798828,2856.93292107698,752.9959411621094,10.282947141419173,-0.9732106328010559,1.0597827434539795
64.70550537109375,3460.917799637771,490.96945717631286,6.623995419435152,-0.9264224171638489,1.027855396270752
22.514602269154985,4510.7318115234375,432.92788818642896,8.465465547974052,-1.0414830446243286,1.110806941986084
64.3638032988443,5063.174789965119,1106.3987598509889,10.402677586569059,-1.6850545406341553,1.60170578956604
64.70550537109375,4510.7318115234375,490.96945717631286,6.623995419435152,-1.1209204196929932,1.175364375114441
21.568500518798828,6766.09765625,1129.493896484375,3.9755001068115234,-1.9719970226287842,1.8116471767425537
21.568500518798828,6766.09765625,979.3989692233225,7.403815671845533,-1.8645650148391724,1.734323501586914
61.800956472927055,3606.1508419155302,1129.493896484375,11.11004308242456,-1.429731011390686,1.407412052154541
64.70550537109375,2255.365966796875,752.9959411621094,7.951000213623047,-0.9011009931564331,1.0069105625152588
34.51576626975655,3606.1508419155302,1129.493896484375,11.11004308242456,-1.4063737392425537,1.3829742670059204
58.60208268663212,2516.9365184485778,1129.493896484375,3.9755001068115234,-1.2170320749282837,1.242299199104309
21.568500518798828,3654.2048875754217,432.92788818642896,6.63521702113378,-0.8784974217414856,0.9891283512115479
21.568500518798828,2922.622119488348,1129.493896484375,11.11004308242456,-1.2670265436172485,1.2805554866790771
51.95916192100393,4425.184951721348,752.9959411621094,7.951000213623047,-1.2878947257995605,1.3006149530410767
22.514602269154985,4510.7318115234375,1129.493896484375,7.0786875212244205,-1.55868661403656,1.5012328624725342
21.568500518798828,3011.155263823068,1088.3571539188047,8.462561038561548,-1.252448558807373,1.2686405181884766
64.70550537109375,4092.6979022035816,1129.493896484375,7.0786875212244205,-1.520377278327942,1.4760277271270752
58.60208268663212,6766.09765625,590.2303148846051,6.503882037472044,-1.604801058769226,1.5425349473953247
22.514602269154985,4510.7318115234375,432.92788818642896,7.932575544876734,-1.040342092514038,1.1103785037994385
