Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,FRI,DRI
0.0005000000237487257,0.0044999998062849045,0.0,0.0,0.0,0.0,0.0,0.0,0.03200000151991844,0.03200000151991844,0.1364586055278778,0.23437735438346863
