Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,FRI,DRI
4.853499889373779,48.44200134277344,0.925000011920929,92.39399719238281,5.429500102996826,18.3700008392334,67.87550354003906,26.847000122070312,8.956500053405762,3.9719998836517334,0.07499483972787857,0.28164368867874146
14.56049919128418,145.3260040283203,2.7750000953674316,277.1820068359375,16.28849983215332,55.11000061035156,203.6265106201172,80.54100036621094,26.86949920654297,11.915999412536621,-0.08830821514129639,0.4010441303253174
14.320373611085806,48.44200134277344,0.925000011920929,92.39399719238281,16.28849983215332,35.96511756639696,69.19834627281728,34.55172546924961,26.86949920654297,11.915999412536621,0.05964122340083122,0.3060842454433441
13.242892940476416,80.7312479693569,1.220535243970695,131.75325624711013,6.372333021038005,18.38762664705673,108.12092239894596,26.847000122070312,17.912999629974365,7.943999648094177,0.03668226674199104,0.30946987867355347
14.540228211352183,80.7312479693569,1.220535243970695,277.1820068359375,7.001053247441805,22.920902721798225,133.46859181295792,26.847000122070312,8.956500053405762,10.807772756762786,0.01698639802634716,0.3262614607810974
9.70699954032898,127.00637122894315,1.8500000536441803,277.1820068359375,16.28849983215332,55.11000061035156,203.6265106201172,80.54100036621094,26.86949920654297,11.915999412536621,-0.07607290148735046,0.39404240250587463
4.914857900873863,87.74421412200263,2.7750000953674316,277.1820068359375,6.801744891165868,55.11000061035156,161.64401560952638,80.54100036621094,21.684533306813982,9.480522685023079,-0.04263579845428467,0.36255794763565063
4.914857900873863,96.88400268554688,2.7750000953674316,277.1820068359375,12.374518748845393,18.3700008392334,154.69646839974496,26.847000122070312,8.956500053405762,3.9719998836517334,0.002686570631340146,0.33019137382507324
4.853499889373779,96.88400268554688,2.7750000953674316,270.9607666585546,11.11426330028737,37.99324809815473,201.37756147436536,79.6186182250324,15.654626835111298,9.959324976331793,-0.04899362474679947,0.3717211186885834
9.70699954032898,130.90559688269738,2.7750000953674316,277.1820068359375,16.28849983215332,55.11000061035156,203.6265106201172,65.5710174290993,26.86949920654297,11.915999412536621,-0.07004096359014511,0.39061006903648376
9.70699954032898,99.36353489062404,1.8500000536441803,277.1820068359375,16.28849983215332,55.11000061035156,203.6265106201172,80.54100036621094,26.86949920654297,11.915999412536621,-0.061213355511426926,0.3839970529079437
4.978598106437061,80.7312479693569,1.220535243970695,277.1820068359375,6.607365284832772,35.96511756639696,165.96489172455665,27.863688264828294,26.400083566572878,5.5163782774376475,-0.0020491972099989653,0.33375027775764465
14.540228211352183,80.7312479693569,1.2951519914873677,277.1820068359375,16.28849983215332,55.11000061035156,203.6265106201172,80.54100036621094,26.86949920654297,11.915999412536621,-0.05167660862207413,0.37734633684158325
7.643200910651453,130.90559688269738,2.7750000953674316,277.1820068359375,16.28849983215332,26.35295155667199,189.1143980869966,77.22617992120644,20.99947208010068,11.915999412536621,-0.05777951329946518,0.380227267742157
14.540228211352183,72.86014869569081,2.7750000953674316,277.1820068359375,11.285155822470294,55.11000061035156,108.12092239894596,58.70761776941864,22.16296770774273,6.023297074167542,-0.002166436519473791,0.3422449231147766
4.914857900873863,96.88400268554688,2.7750000953674316,277.1820068359375,11.11426330028737,35.96511756639696,165.96489172455665,77.40946371215728,17.004542873168543,5.5163782774376475,-0.03414078801870346,0.3603721261024475
9.70699954032898,96.88400268554688,1.8500000536441803,184.78800201416016,10.858999967575073,36.74000072479248,108.12092239894596,75.39553809882892,20.99947208010068,7.973888114436437,-0.0101430993527174,0.3451230823993683
4.853499889373779,96.88400268554688,2.7750000953674316,252.84058669398806,5.458548692621217,35.73576616281741,165.96489172455665,43.57486869711473,17.912999629974365,9.035043909631217,-0.01701468788087368,0.34689268469810486
9.70699954032898,96.88400268554688,1.8500000536441803,184.78800201416016,10.858999967575073,36.74000072479248,135.75100708007812,53.694000244140625,17.912999629974365,7.943999648094177,-0.004676203243434429,0.34505873918533325
4.853499889373779,96.88400268554688,2.7750000953674316,277.1820068359375,16.28849983215332,55.11000061035156,108.12092239894596,80.54100036621094,22.16296770774273,11.915999412536621,-0.02951776422560215,0.3593331575393677
4.853499889373779,96.88400268554688,2.557311723653596,277.1820068359375,16.28849983215332,55.11000061035156,108.12092239894596,80.54100036621094,8.956500053405762,3.9719998836517334,-0.020650427788496017,0.3550293743610382
14.540228211352183,96.88400268554688,2.7750000953674316,169.58573751901497,12.532477964339376,55.11000061035156,108.12092239894596,75.39553809882892,20.99947208010068,10.912121176294816,-0.017586324363946915,0.35387879610061646
4.853499889373779,96.88400268554688,2.7750000953674316,277.1820068359375,10.762249485814728,55.11000061035156,165.96489172455665,26.847000122070312,8.956500053405762,9.432337794700379,-0.017147988080978394,0.3494078516960144
4.914857900873863,96.88400268554688,2.7750000953674316,277.1820068359375,12.744492585483666,55.11000061035156,108.12092239894596,75.39553809882892,22.16296770774273,9.69073897464222,-0.02732830122113228,0.3550480008125305
4.914857900873863,96.88400268554688,2.7750000953674316,277.1820068359375,16.28849983215332,55.11000061035156,108.12092239894596,80.54100036621094,22.16296770774273,6.023297074167542,-0.028665894642472267,0.35591238737106323
