Epoch,Loss,R2_FRI,R2_DRI
1,6142892.968167,-159556845.185837,-612717452.587774
2,52147.049902,-1492731.153189,-3527716.416631
3,7321.483761,-199944.097172,-399101.010354
4,3608.092625,-112030.751948,-173661.702552
5,3173.284094,-97594.993904,-121850.91244
6,1094.040196,-27586.083795,-46058.83119
7,572.105707,-19456.252416,-29019.745718
8,333.059059,-10321.41273,-20572.470964
9,324.673129,-9350.72672,-18049.949972
10,487.793228,-8795.414655,-14223.296829
11,592.103254,-12768.332094,-22508.57424
12,8276.315108,-186460.109222,-203833.351185
13,1897.388856,-86999.64349,-23669.377954
14,733.467257,-35896.326563,-25941.334361
15,199.055675,-7718.797927,-6556.01895
16,2016.121796,-83082.11829,-24184.202416
17,115037.744986,-2564535.208509,-984132.346719
18,193.852238,-4558.087956,-6357.249927
19,63.488409,-3171.036719,-2761.786672
20,28.325975,-868.483786,-961.564499
21,21.979294,-642.404896,-670.980427
22,15.014388,-515.607829,-418.79546
23,7.929122,-373.232592,-347.991558
24,10.459252,-381.376719,-271.965458
25,7.27826,-412.075351,-173.069757
26,22.590763,-972.234072,-717.067603
27,293.56278,-7067.592861,-13056.689098
28,11.736748,-585.64888,-186.044547
29,4.27189,-167.694432,-126.528257
30,260922.974221,-6145250.351251,-15717371.208162
31,751.777731,-84791.045632,-11509.643032
32,20.150141,-1281.398526,-107.109142
33,14.425883,-978.859932,-76.253415
34,7.979717,-494.0509,-53.373666
35,3.747191,-217.94385,-35.679939
36,2.440828,-138.090685,-30.230997
37,2.187727,-113.792158,-24.9595
38,1.784691,-92.293188,-24.733967
39,4.244062,-120.16252,-18.815337
40,2.696027,-122.478192,-21.96225
41,2.142993,-125.80687,-27.778798
42,1.588589,-70.692345,-31.983651
43,1.693078,-83.593634,-35.03377
44,60819.343306,-3400942.814129,-96591.611389
45,40071.211978,-474286.218556,-2459548.262204
46,67.003047,-4328.425083,-405.356486
47,27.958547,-1822.763162,-204.406456
48,15.90619,-1046.022499,-143.594492
49,12.583615,-826.699728,-96.690699
50,4.916185,-271.765976,-64.724477
51,4.556236,-185.127788,-52.882808
52,4.620048,-149.555949,-137.695311
