Epoch,Loss,R2_FRI,R2_DRI
1,891666.516931,-78945795.270302,-54993784.854921
2,7331.273007,-240594.138243,-331929.972027
3,3561.937977,-117548.854143,-137042.42073
4,1848.161301,-75704.583222,-75321.872889
5,773.526488,-18289.402746,-34121.230011
6,371.876093,-11775.09709,-13712.506393
7,662.292544,-21906.274391,-18354.625899
8,15925.163103,-1219421.944995,-176296.581354
9,13550.997207,-692908.451341,-970110.541586
10,236.463704,-6117.789759,-14473.181953
11,100.956356,-3357.597215,-3795.390522
12,163079.269774,-466679.243605,-11198944.982649
13,66592.262329,-2248956.678277,-1381616.299577
14,142.874087,-3919.112333,-5916.552529
15,77.95501,-2916.661717,-4089.95429
16,54.180217,-2623.496547,-2556.475213
17,55.961406,-1574.720795,-2324.666239
18,40.386777,-1790.518426,-2559.614003
19,42.2673,-689.6018,-1068.128007
20,22.783341,-776.80188,-1082.482374
21,13.724913,-502.335036,-798.635076
22,18.282113,-549.935836,-567.727823
23,18.654382,-368.363236,-452.662674
24,24.08013,-1780.30912,-952.36092
25,22.462931,-989.692912,-607.427209
26,67379.14489,-3050118.944612,-2350809.622434
27,451.761031,-14974.284884,-15557.010181
28,240.130741,-4914.186205,-11845.211331
29,36.905724,-1802.832046,-2657.216397
30,47.946864,-650.043645,-1373.209127
31,11.013168,-305.309169,-519.889504
32,147.21932,-1747.462778,-7714.876331
33,49.399298,-600.701137,-2973.199746
