Epoch,Loss,R2_FRI,R2_DRI
1,10838521.455224,-520772300.698294,-584992542.15727
2,1364634.218556,-49470885.387437,-60976800.920376
3,329145.843565,-11124313.574108,-14573067.254724
4,130384.320259,-4153069.188277,-6461053.850256
5,69096.429575,-2562564.582482,-3408448.546687
6,57852.168691,-2053011.65763,-2765120.169771
7,36573.255306,-1329604.178577,-1633680.697282
8,22839.511372,-841852.38602,-944582.043716
9,14246.734976,-476041.034461,-756221.235181
10,11458.288206,-349786.116725,-425176.744313
11,1711494.619401,-50250948.986026,-28511213.914425
12,184401.842118,-8146013.618678,-5311066.721773
13,71542.958673,-2395904.308558,-3113771.823918
14,40531.518849,-1133435.323492,-2106695.719487
15,33936.245146,-949845.472392,-1771107.445284
16,19890.001523,-394491.502158,-1186428.977383
17,10082.810309,-174167.637769,-582217.861441
18,6240.113684,-116832.293383,-366499.176139
19,5026.853667,-93054.711941,-263149.063064
20,4024.616994,-61107.947434,-192372.247743
21,2457.017866,-47411.736087,-143021.69554
22,2111.120421,-41676.36,-110921.966397
23,1605.78053,-33237.111214,-102999.302019
24,1767.523197,-41056.171778,-77891.897047
25,1272.371126,-40492.052415,-59913.592481
26,1141.562474,-30032.158768,-55205.16648
27,1378.484668,-24302.19542,-63186.091678
28,935.255238,-19166.094631,-40714.218755
29,878.721765,-19914.457464,-31530.151086
30,754.936021,-16292.800446,-32434.326405
31,620.583715,-13546.546908,-24938.212635
32,461.909945,-10773.977195,-25125.700025
33,449.354741,-11662.891172,-19779.749066
34,481.662556,-11513.645594,-19667.648338
35,344.071363,-11799.827424,-14799.121652
36,400.599339,-7822.230241,-12303.902042
37,254.598039,-6698.346528,-16403.878424
38,355.722977,-9467.973302,-10803.081346
39,198.704416,-5736.456142,-9862.860396
40,202.110355,-6564.672253,-9379.666561
41,218.543018,-3939.130645,-8139.633793
42,547.830234,-6275.383179,-16762.56422
43,174.646507,-4792.632635,-4392.325453
44,172.504736,-3135.666141,-5949.010351
45,112.912875,-5068.967789,-8924.87888
46,158.885496,-3982.486851,-4703.973092
47,155.367249,-2950.501123,-3374.966617
48,110.102513,-3679.914513,-4033.373683
49,116.717564,-3415.153803,-4819.032373
50,84.607948,-1928.418475,-7154.871566
51,74.856561,-2126.728121,-5058.070367
52,94.206335,-1850.833635,-2805.667576
53,87.047903,-1037.277179,-1992.172867
54,53.543742,-1736.734495,-2790.653236
55,78.423127,-1492.135424,-2752.334791
56,44.339992,-1055.62816,-2096.596738
57,73.608571,-1821.548045,-4191.732597
58,4393.342849,-132694.717112,-138387.720355
59,284.975784,-6480.00503,-15948.603686
60,138.51783,-3375.235476,-4532.396496
61,98.061767,-4584.724982,-4469.801576
62,58.206842,-1375.248305,-3748.058082
63,52.083591,-1232.668037,-972.538364
64,33.712192,-1559.51757,-1242.44179
65,32.607265,-520.391329,-741.082433
66,30.885943,-2180.633584,-879.08136
67,43.566959,-1120.686399,-2007.729259
68,898.763307,-16823.702754,-97677.210845
69,83.540869,-1521.624015,-1894.584877
70,22.537249,-465.058084,-689.311314
71,57.062767,-1067.028468,-2078.217868
72,85.096924,-573.922963,-3629.772254
73,1721.433418,-122618.470916,-98787.140046
74,42.771624,-1011.685411,-4354.419052
75,12.70019,-289.476208,-363.038484
76,10.548975,-472.878799,-374.177754
77,54.029393,-676.028081,-1236.950008
78,36.793715,-404.095462,-2877.706202
79,15.729613,-318.422575,-943.435284
80,1441.462517,-71765.249963,-108581.422939
81,10.87449,-210.613047,-347.063826
82,14.779312,-331.611293,-669.952707
83,6.8295,-310.483387,-229.41044
84,10.052947,-425.938892,-327.266356
85,2835.681333,-45625.62376,-191905.127768
86,86.447653,-6958.597986,-1353.993339
87,667.580432,-52304.564241,-1099.110196
88,16.739917,-1355.167938,-357.840145
89,14.958901,-186.803329,-227.195356
90,7.322217,-304.352795,-288.413067
91,6.059116,-132.034988,-193.308055
92,2.659901,-108.078797,-81.565606
93,7.320699,-243.297051,-49.133106
94,13.127522,-449.925038,-232.563268
95,1656.967639,-103672.954814,-7679.807894
96,4522.508302,-2775.684522,-449762.506734
97,17.279394,-300.640601,-1012.126786
98,7.460501,-143.806237,-473.809404
99,4.085113,-70.752312,-289.837976
100,3.811144,-56.779063,-150.42975
