Epoch,Loss,R2_FRI,R2_DRI
1,6452797.712376,-250697154.679954,-315140808.063565
2,266261.624738,-12723731.234729,-11734564.627478
3,44247.331155,-1503895.096954,-1895577.634699
4,12208.235007,-408854.867804,-584439.277394
5,5719.030986,-216628.644023,-286984.949079
6,4479.197461,-162177.01982,-171259.709171
7,2311.448054,-76461.321849,-96706.891969
8,1756.286876,-37561.473288,-75258.993914
9,1501.126108,-58748.497661,-61857.777073
10,1106.863231,-51116.254296,-57662.334088
11,849.859761,-31527.291682,-31296.45788
12,954.848023,-20264.345571,-28750.133949
13,567.240882,-15900.62063,-21888.543315
14,648.695438,-15803.764,-19799.038819
15,400.34679,-8048.098285,-13101.837325
16,491.616416,-10648.015281,-20290.322263
17,255.877166,-5938.61119,-9933.074961
18,316.291632,-11090.92105,-12215.504791
19,239.948835,-5370.341962,-9923.000714
20,585.737978,-16248.999697,-23124.179725
21,333.380785,-4872.447462,-7644.537205
22,192.03688,-5109.231972,-3946.178888
23,117.083136,-2151.066294,-3362.346053
24,173.138357,-7090.668797,-3455.380753
25,122.621984,-2296.603587,-2212.73873
26,110.695173,-3838.644413,-4283.292178
27,137.01546,-3044.579676,-14464.956684
28,274.223372,-8258.623085,-18173.926588
29,51.046818,-1072.819024,-1763.961431
30,4324.886232,-109147.442802,-175845.481223
31,201.794857,-1748.140043,-9572.395155
32,23375.610442,-208291.709701,-875134.36187
33,249.429049,-10481.390358,-13001.294403
34,87.655045,-3730.386525,-3928.924265
35,40.9559,-1073.494782,-2501.850152
36,103.983281,-2665.14749,-1283.379881
37,20.154361,-292.962829,-399.604964
38,16.963638,-425.88344,-290.884939
39,10.36164,-204.544422,-138.237345
40,3194.803162,-240697.686631,-1080.442761
41,17.915304,-323.182339,-335.182179
42,57.650531,-509.561299,-1501.825037
43,13.564576,-377.195366,-264.876501
44,14353.846869,-615604.085011,-283179.799394
45,203111.464093,-8146480.072111,-9826068.57361
46,396.789433,-9478.10271,-8155.91466
47,184.897773,-4464.877723,-3804.856883
48,226.682571,-1777.1838,-2238.328527
49,208.235458,-2679.634778,-3309.301909
