Epoch,Loss,R2_FRI,R2_DRI
1,17418346.385514,-1345420397.063433,-249018009.469094
2,42410.93671,-2093736.732569,-1573135.53344
3,4559.661257,-213572.229945,-251128.962072
4,1795.850302,-55585.194168,-86082.842102
5,1089.983297,-29477.720863,-44371.613068
6,265728.900189,-450939.970016,-20254228.624884
7,2588.847319,-37559.483012,-143089.229602
8,904.550333,-15046.100991,-43057.138673
9,122941.610687,-963831.440662,-7403068.118233
10,134270.739328,-405898.613763,-11097555.879538
11,139536.991093,-680645.254706,-11430970.309486
12,58958.1339,-637184.492946,-4774622.043333
13,1964.645974,-22586.915595,-126368.58542
14,158.161787,-9925.915232,-3461.531797
15,127.877869,-2651.135782,-4703.418655
16,1222.45734,-13240.266201,-78708.821702
17,261736.937764,-6611977.769565,-6234787.75907
18,422726.674866,-10208321.795173,-18358089.145168
19,3993.885894,-184196.450694,-233955.669827
20,17847.307842,-273357.661361,-966251.975115
21,2228108.251583,-124917981.708832,-63669119.16721
22,12366.723603,-1066949.2266,-113637.350648
23,1811.37107,-64550.664292,-56356.107553
24,311.909432,-11736.926894,-5884.715833
25,102.537203,-11569.270305,-7811.256401
