Epoch,Loss,R2_FRI,R2_DRI
1,2801712.079967,-295758439.677621,-134924949.965941
2,22789.476142,-1436475.297114,-421518.901603
3,4056.59942,-103132.539439,-170675.006001
4,690.080493,-29504.516805,-45313.850897
5,1601.675046,-16884.693042,-90899.504487
6,923.726577,-10804.57646,-47696.294269
7,55540.510286,-43490.964959,-2609122.139727
8,211727.99784,-35360.688837,-13014402.860978
9,501.657221,-19772.1765,-23589.145716
10,1170.858392,-1601.71219,-60141.457052
11,129.896206,-4915.164513,-5403.078587
12,4695.654203,-154629.561594,-133959.094912
13,292.284133,-18114.269073,-7286.483357
14,48.517067,-867.625025,-2551.246458
15,4628.770987,-3798.00651,-464781.552797
16,44568.30806,-47057.241524,-4401194.431506
17,279565.307124,-248355.29089,-12130288.295624
18,7192.655512,-358709.682652,-164665.913529
19,270793.339891,-800635.476772,-19701342.859363
20,1104.470971,-42391.785077,-41144.554065
21,27310.167927,-1764599.756678,-7424.433594
22,22827.259695,-2125464.213551,-5883.35579
23,3982.712175,-140832.1705,-67462.619903
24,23471.315631,-1196858.976587,-55249.286497
